// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;width;height
character-overlay16;28;28
character-overlay17;28;28
character-overlay18;28;28
character-overlay19;28;28
character-overlay2;28;28
character-overlay20;28;28
character-overlay21;28;28
character-overlay22;28;28
character-overlay23;28;28
character-overlay24;27;28
character-overlay25;28;28
character-overlay26;28;28
character-overlay27;28;28
character-overlay28;29;28
character-overlay29;28;28
character-overlay3;28;28
character-overlay30;28;28
character-overlay31;28;28
character-overlay32;28;28
character-overlay33;30;28
character-overlay34;28;28
character-overlay35;29;28
character-overlay36;21;14
character-overlay37;7;28
character-overlay38;28;28
character-overlay39;7;7
character-overlay4;28;28
character-overlay40;11;14
character-overlay41;11;28
character-overlay42;7;28
character-overlay43;11;28
character-overlay44;11;28
character-overlay45;11;28
character-overlay46;11;28
character-overlay47;15;18
character-overlay48;15;18
character-overlay49;21;21
character-overlay5;28;28
character-overlay50;21;21
character-overlay51;6;18
character-overlay52;14;28
character-overlay53;29;28
character-overlay54;14;28
character-overlay55;27;9
character-overlay56;21;7
character-overlay57;27;28
character-overlay58;21;21
character-overlay59;21;21
character-overlay6;28;28
character-overlay60;28;28
character-overlay61;28;7
character-overlay62;28;28
character-overlay63;28;14
character-overlay7;28;28
character-overlay8;28;28
character-overlay9;28;28
check-disabled;32;32
check-off;32;32
check-on;32;32
check-on-disabled;32;32
check-on-over;32;32
check-over;32;32
chemical-combustion-chamber;96;96
chemical-combustion-chamber-bottom;96;96
chemical-combustion-chamber-glow;96;96
chemical-combustion-chamber-mid;18;18
chemical-combustion-chamber-piston-icon;80;80
chemical-combustion-chamber-piston0;80;20
chemical-combustion-chamber-piston1;80;20
circle;201;201
circle-bullet;48;48
circle-bullet-back;48;48
circle-end;100;199
circle-mid;1;199
circle-shadow;201;201
circle-small;50;50
clear;4;4
clear-editor;2;2
clear-effect;1;1
cleroi;66;73
cleroi-cell;54;48
cleroi-leg;40;34
cleroi-leg-base;49;34
cleroi-point-defense;25;34
cleroi-spine;34;9
cleroi-spine-outline;40;15
cleroi-weapon;21;24
cleroi-weapon-heat;23;26
cleroi-wreck0;66;73
cleroi-wreck1;60;77
cleroi-wreck2;66;69
cliff;32;32
cliff-crusher;64;64
cliff-crusher-rotator;22;22
cliff-crusher-rotator-bottom;26;26
cliff-crusher-top;58;38
cliff0;64;64
cliff1;64;64
cliff2;64;64
cliff3;64;64
cliff4;64;64
cliff5;64;64
cliff6;64;64
cliff7;64;64
cliffmask0;64;64
cliffmask1;64;64
cliffmask10;64;64
cliffmask100;64;64
cliffmask101;64;64
cliffmask102;64;64
cliffmask103;64;64
cliffmask104;64;64
cliffmask105;64;64
cliffmask106;64;64
cliffmask107;64;64
cliffmask108;64;64
cliffmask109;64;64
cliffmask11;64;64
cliffmask110;64;64
cliffmask111;64;64
cliffmask112;64;64
cliffmask113;64;64
cliffmask114;64;64
cliffmask115;64;64
cliffmask116;64;64
cliffmask117;64;64
cliffmask118;64;64
cliffmask119;64;64
cliffmask12;64;64
cliffmask120;64;64
cliffmask121;64;64
cliffmask122;64;64
cliffmask123;64;64
cliffmask124;64;64
cliffmask125;64;64
cliffmask126;64;64
cliffmask127;64;64
cliffmask128;64;64
cliffmask129;64;64
cliffmask13;64;64
cliffmask130;64;64
cliffmask131;64;64
cliffmask132;64;64
cliffmask133;64;64
cliffmask134;64;64
cliffmask135;64;64
cliffmask136;64;64
cliffmask137;64;64
cliffmask138;64;64
cliffmask139;64;64
cliffmask14;64;64
cliffmask140;64;64
cliffmask141;64;64
cliffmask142;64;64
cliffmask143;64;64
cliffmask144;64;64
cliffmask145;64;64
cliffmask146;64;64
cliffmask147;64;64
cliffmask148;64;64
cliffmask149;64;64
cliffmask15;64;64
cliffmask150;64;64
cliffmask151;64;64
cliffmask152;64;64
cliffmask153;64;64
cliffmask154;64;64
cliffmask155;64;64
cliffmask156;64;64
cliffmask157;64;64
cliffmask158;64;64
cliffmask159;64;64
cliffmask16;64;64
cliffmask160;64;64
cliffmask161;64;64
cliffmask162;64;64
cliffmask163;64;64
cliffmask164;64;64
cliffmask165;64;64
cliffmask166;64;64
cliffmask167;64;64
cliffmask168;64;64
cliffmask169;64;64
cliffmask17;64;64
cliffmask170;64;64
cliffmask171;64;64
cliffmask172;64;64
cliffmask173;64;64
cliffmask174;64;64
cliffmask175;64;64
cliffmask176;64;64
cliffmask177;64;64
cliffmask178;64;64
cliffmask179;64;64
cliffmask18;64;64
cliffmask180;64;64
cliffmask181;64;64
cliffmask182;64;64
cliffmask183;64;64
cliffmask184;64;64
cliffmask185;64;64
cliffmask186;64;64
cliffmask187;64;64
cliffmask188;64;64
cliffmask189;64;64
cliffmask19;64;64
cliffmask190;64;64
cliffmask191;64;64
cliffmask192;64;64
cliffmask193;64;64
cliffmask194;64;64
cliffmask195;64;64
cliffmask196;64;64
cliffmask197;64;64
cliffmask198;64;64
cliffmask199;64;64
cliffmask2;64;64
cliffmask20;64;64
cliffmask200;64;64
cliffmask201;64;64
cliffmask202;64;64
cliffmask203;64;64
cliffmask204;64;64
cliffmask205;64;64
cliffmask206;64;64
cliffmask207;64;64
cliffmask208;64;64
cliffmask209;64;64
cliffmask21;64;64
cliffmask210;64;64
cliffmask211;64;64
cliffmask212;64;64
cliffmask213;64;64
cliffmask214;64;64
cliffmask215;64;64
cliffmask216;64;64
cliffmask217;64;64
cliffmask218;64;64
cliffmask219;64;64
cliffmask22;64;64
cliffmask220;64;64
cliffmask221;64;64
cliffmask222;64;64
cliffmask223;64;64
cliffmask224;64;64
cliffmask225;64;64
cliffmask226;64;64
cliffmask227;64;64
cliffmask228;64;64
cliffmask229;64;64
cliffmask23;64;64
cliffmask230;64;64
cliffmask231;64;64
cliffmask232;64;64
cliffmask233;64;64
cliffmask234;64;64
cliffmask235;64;64
cliffmask236;64;64
cliffmask237;64;64
cliffmask238;64;64
cliffmask239;64;64
cliffmask24;64;64
cliffmask240;64;64
cliffmask241;64;64
cliffmask242;64;64
cliffmask243;64;64
cliffmask244;64;64
cliffmask245;64;64
cliffmask246;64;64
cliffmask247;64;64
cliffmask248;64;64
cliffmask249;64;64
cliffmask25;64;64
cliffmask250;64;64
cliffmask251;64;64
cliffmask252;64;64
cliffmask253;64;64
cliffmask254;64;64
cliffmask255;64;64
cliffmask26;64;64
cliffmask27;64;64
cliffmask28;64;64
cliffmask29;64;64
cliffmask3;64;64
cliffmask30;64;64
cliffmask31;64;64
cliffmask32;64;64
cliffmask33;64;64
cliffmask34;64;64
cliffmask35;64;64
cliffmask36;64;64
cliffmask37;64;64
cliffmask38;64;64
cliffmask39;64;64
cliffmask4;64;64
cliffmask40;64;64
cliffmask41;64;64
cliffmask42;64;64
cliffmask43;64;64
cliffmask44;64;64
cliffmask45;64;64
cliffmask46;64;64
cliffmask47;64;64
cliffmask48;64;64
cliffmask49;64;64
cliffmask5;64;64
cliffmask50;64;64
cliffmask51;64;64
cliffmask52;64;64
cliffmask53;64;64
cliffmask54;64;64
cliffmask55;64;64
cliffmask56;64;64
cliffmask57;64;64
cliffmask58;64;64
cliffmask59;64;64
cliffmask6;64;64
cliffmask60;64;64
cliffmask61;64;64
cliffmask62;64;64
cliffmask63;64;64
cliffmask64;64;64
cliffmask65;64;64
cliffmask66;64;64
cliffmask67;64;64
cliffmask68;64;64
cliffmask69;64;64
cliffmask7;64;64
cliffmask70;64;64
cliffmask71;64;64
cliffmask72;64;64
cliffmask73;64;64
cliffmask74;64;64
cliffmask75;64;64
cliffmask76;64;64
cliffmask77;64;64
cliffmask78;64;64
cliffmask79;64;64
cliffmask8;64;64
cliffmask80;64;64
cliffmask81;64;64
cliffmask82;64;64
cliffmask83;64;64
cliffmask84;64;64
cliffmask85;64;64
cliffmask86;64;64
cliffmask87;64;64
cliffmask88;64;64
cliffmask89;64;64
cliffmask9;64;64
cliffmask90;64;64
cliffmask91;64;64
cliffmask92;64;64
cliffmask93;64;64
cliffmask94;64;64
cliffmask95;64;64
cliffmask96;64;64
cliffmask97;64;64
cliffmask98;64;64
cliffmask99;64;64
coal-centrifuge;64;64
collaris;193;210
collaris-cell;133;179
collaris-joint-base;60;60
collaris-leg;86;56
collaris-leg-base;118;58
collaris-weapon;58;138
collaris-weapon-blade;9;55
collaris-weapon-blade-heat;21;67
collaris-weapon-blade-outline;15;61
collaris-weapon-heat;54;108
collaris-weapon-outline;64;144
collaris-wreck0;193;210
collaris-wreck1;193;210
collaris-wreck2;165;210
colored-floor;32;32
colored-floor-0;32;32
colored-floor-1;32;32
colored-floor-10;32;32
colored-floor-11;32;32
colored-floor-12;32;32
colored-floor-13;32;32
colored-floor-14;32;32
colored-floor-15;32;32
colored-floor-16;32;32
colored-floor-17;32;32
colored-floor-18;32;32
colored-floor-19;32;32
colored-floor-2;32;32
colored-floor-20;32;32
colored-floor-21;32;32
colored-floor-22;32;32
colored-floor-23;32;32
colored-floor-24;32;32
colored-floor-25;32;32
colored-floor-26;32;32
colored-floor-27;32;32
colored-floor-28;32;32
colored-floor-29;32;32
colored-floor-3;32;32
colored-floor-30;32;32
colored-floor-31;32;32
colored-floor-32;32;32
colored-floor-33;32;32
colored-floor-34;32;32
colored-floor-35;32;32
colored-floor-36;32;32
colored-floor-37;32;32
colored-floor-38;32;32
colored-floor-39;32;32
colored-floor-4;32;32
colored-floor-40;32;32
colored-floor-41;32;32
colored-floor-42;32;32
colored-floor-43;32;32
colored-floor-44;32;32
colored-floor-45;32;32
colored-floor-46;32;32
colored-floor-5;32;32
colored-floor-6;32;32
colored-floor-7;32;32
colored-floor-8;32;32
colored-floor-9;32;32
colored-wall;32;32
colored-wall-0;32;32
colored-wall-1;32;32
colored-wall-10;32;32
colored-wall-11;32;32
colored-wall-12;32;32
colored-wall-13;32;32
colored-wall-14;32;32
colored-wall-15;32;32
colored-wall-16;32;32
colored-wall-17;32;32
colored-wall-18;32;32
colored-wall-19;32;32
colored-wall-2;32;32
colored-wall-20;32;32
colored-wall-21;32;32
colored-wall-22;32;32
colored-wall-23;32;32
colored-wall-24;32;32
colored-wall-25;32;32
colored-wall-26;32;32
colored-wall-27;32;32
colored-wall-28;32;32
colored-wall-29;32;32
colored-wall-3;32;32
colored-wall-30;32;32
colored-wall-31;32;32
colored-wall-32;32;32
colored-wall-33;32;32
colored-wall-34;32;32
colored-wall-35;32;32
colored-wall-36;32;32
colored-wall-37;32;32
colored-wall-38;32;32
colored-wall-39;32;32
colored-wall-4;32;32
colored-wall-40;32;32
colored-wall-41;32;32
colored-wall-42;32;32
colored-wall-43;32;32
colored-wall-44;32;32
colored-wall-45;32;32
colored-wall-46;32;32
colored-wall-5;32;32
colored-wall-6;32;32
colored-wall-7;32;32
colored-wall-8;32;32
colored-wall-9;32;32
combustion-generator;32;32
combustion-generator-top;26;26
conduit-bottom;32;32
conduit-bottom-0;32;18
conduit-bottom-1;32;32
conduit-bottom-2;32;32
conduit-bottom-3;32;32
conduit-bottom-4;32;32
conduit-top-0;32;32
conduit-top-1;32;32
conduit-top-2;32;32
conduit-top-3;32;32
conduit-top-4;32;32
conquer;211;224
conquer-cell;213;209
conquer-glow;225;187
conquer-treads;193;224
conquer-treads0-0;1;73
conquer-treads0-1;1;73
conquer-treads0-10;1;73
conquer-treads0-11;1;73
conquer-treads0-12;1;73
conquer-treads0-13;1;73
conquer-treads0-14;1;73
conquer-treads0-15;1;73
conquer-treads0-16;1;73
conquer-treads0-17;1;73
conquer-treads0-2;1;73
conquer-treads0-3;1;73
conquer-treads0-4;1;73
conquer-treads0-5;1;73
conquer-treads0-6;1;73
conquer-treads0-7;1;73
conquer-treads0-8;1;73
conquer-treads0-9;1;73
conquer-treads1-0;1;17
conquer-treads1-1;1;17
conquer-treads1-10;1;17
conquer-treads1-11;1;17
conquer-treads1-12;1;17
conquer-treads1-13;1;17
conquer-treads1-14;1;17
conquer-treads1-15;1;17
conquer-treads1-16;1;17
conquer-treads1-17;1;17
conquer-treads1-2;1;17
conquer-treads1-3;1;17
conquer-treads1-4;1;17
conquer-treads1-5;1;17
conquer-treads1-6;1;17
conquer-treads1-7;1;17
conquer-treads1-8;1;17
conquer-treads1-9;1;17
conquer-treads2-0;1;19
conquer-treads2-1;1;19
conquer-treads2-10;1;19
conquer-treads2-11;1;19
conquer-treads2-12;1;19
conquer-treads2-13;1;19
conquer-treads2-14;1;19
conquer-treads2-15;1;19
conquer-treads2-16;1;19
conquer-treads2-17;1;19
conquer-treads2-2;1;19
conquer-treads2-3;1;19
conquer-treads2-4;1;19
conquer-treads2-5;1;19
conquer-treads2-6;1;19
conquer-treads2-7;1;19
conquer-treads2-8;1;19
conquer-treads2-9;1;19
conquer-weapon;129;281
conquer-weapon-blade;21;177
conquer-weapon-blade-heat;39;193
conquer-weapon-blade-outline;27;183
conquer-weapon-glow;131;243
conquer-weapon-heat;143;241
conquer-weapon-outline;135;287
conquer-weapon-sides;52;54
conquer-weapon-sides-outline;58;60
conquer-weapon-sinks;42;42
conquer-weapon-sinks-heat;62;62
conquer-weapon-sinks-outline;48;48
conquer-wreck0;213;270
conquer-wreck1;211;266
conquer-wreck2;213;224
constructor;96;96
constructor-top;96;96
container;64;64
container-team;64;64
container-team-crux;64;64
container-team-malis;64;64
container-team-sharded;64;64
conveyor-0-0;32;32
conveyor-0-1;32;32
conveyor-0-2;32;32
conveyor-0-3;32;32
conveyor-1-0;32;32
conveyor-1-1;32;32
conveyor-1-2;32;32
conveyor-1-3;32;32
conveyor-2-0;32;32
conveyor-2-1;32;32
conveyor-2-2;32;32
conveyor-2-3;32;32
conveyor-3-0;32;32
conveyor-3-1;32;32
conveyor-3-2;32;32
conveyor-3-3;32;32
conveyor-4-0;32;32
conveyor-4-1;32;32
conveyor-4-2;32;32
conveyor-4-3;32;32
copper-wall;32;32
copper-wall-large;64;64
core-acropolis;192;192
core-acropolis-team;192;192
core-acropolis-team-crux;192;192
core-acropolis-team-malis;192;192
core-acropolis-team-sharded;192;192
core-acropolis-thruster1;286;158
core-acropolis-thruster2;286;158
core-bastion;128;128
core-bastion-team;128;128
core-bastion-team-crux;128;128
core-bastion-team-malis;128;128
core-bastion-team-sharded;128;128
core-bastion-thruster1;188;90
core-bastion-thruster2;188;90
core-citadel;160;160
core-citadel-team;160;160
core-citadel-team-crux;160;160
core-citadel-team-malis;160;160
core-citadel-team-sharded;160;160
core-citadel-thruster1;234;132
core-citadel-thruster2;234;132
core-foundation;128;128
core-foundation-team;128;128
core-foundation-team-crux;128;128
core-foundation-team-malis;128;128
core-foundation-team-sharded;128;128
core-foundation-thruster1;188;90
core-foundation-thruster2;188;90
core-nucleus;160;160
core-nucleus-team;160;160
core-nucleus-team-crux;160;160
core-nucleus-team-malis;160;160
core-nucleus-team-sharded;160;160
core-nucleus-thruster1;234;132
core-nucleus-thruster2;234;132
core-shard;96;96
core-shard-team;96;96
core-shard-team-crux;96;96
core-shard-team-malis;96;96
core-shard-team-sharded;96;96
core-shard-thruster1;126;60
core-shard-thruster2;126;60
core-zone;32;32
core-zone-edge;96;96
corvus;200;136
corvus-base;144;100
corvus-cell;134;102
corvus-foot;64;70
corvus-joint;58;58
corvus-joint-base;64;64
corvus-leg;30;68
corvus-leg-base;30;54
corvus-weapon-heat;96;130
corvus-wreck0;154;122
corvus-wreck1;200;136
corvus-wreck2;192;136
cracks-1-0;12;16
cracks-1-1;12;16
cracks-1-2;18;32
cracks-1-3;24;32
cracks-1-4;32;32
cracks-1-5;32;32
cracks-1-6;32;32
cracks-1-7;32;32
cracks-2-0;40;36
cracks-2-1;42;42
cracks-2-2;44;64
cracks-2-3;64;64
cracks-2-4;64;64
cracks-2-5;64;64
cracks-2-6;64;64
cracks-2-7;64;64
cracks-3-0;66;38
cracks-3-1;68;74
cracks-3-2;70;96
cracks-3-3;96;96
cracks-3-4;96;96
cracks-3-5;96;96
cracks-3-6;96;96
cracks-3-7;96;96
cracks-4-0;90;90
cracks-4-1;96;112
cracks-4-2;100;128
cracks-4-3;120;128
cracks-4-4;128;128
cracks-4-5;128;128
cracks-4-6;128;128
cracks-4-7;128;128
cracks-5-0;90;86
cracks-5-1;124;90
cracks-5-2;128;160
cracks-5-3;160;160
cracks-5-4;160;160
cracks-5-5;160;160
cracks-5-6;160;160
cracks-5-7;160;160
cracks-6-0;134;138
cracks-6-1;156;154
cracks-6-2;158;174
cracks-6-3;176;192
cracks-6-4;192;192
cracks-6-5;192;192
cracks-6-6;192;192
cracks-6-7;192;192
cracks-7-0;150;146
cracks-7-1;186;186
cracks-7-2;200;208
cracks-7-3;224;224
cracks-7-4;224;224
cracks-7-5;224;224
cracks-7-6;224;224
cracks-7-7;224;224
crater;18;18
crater-stone1;32;32
crater-stone2;32;32
crater-stone3;32;32
crater-stone4;32;32
crater-stone5;32;32
crater-stone6;32;32
crawler;40;44
crawler-base;26;26
crawler-cell;10;36
crawler-leg;40;34
crawler-wreck0;40;38
crawler-wreck1;38;36
crawler-wreck2;40;32
cross;12;12
cross-full;30;30
cryofluid-mixer;64;64
cryofluid-mixer-bottom;64;64
crystal-blocks-shadow1;148;154
crystal-blocks-shadow2;147;135
crystal-blocks-shadow3;119;130
crystal-blocks1;122;132
crystal-blocks2;127;111
crystal-blocks3;91;108
crystal-cluster-shadow1;220;220
crystal-cluster-shadow2;151;149
crystal-cluster-shadow3;160;154
crystal-cluster1;206;196
crystal-cluster2;138;124
crystal-cluster3;138;118
crystal-floor-edge;96;96
crystal-floor1;32;32
crystal-floor2;32;32
crystal-floor3;32;32
crystal-floor4;32;32
crystal-orbs-shadow1;127;137
crystal-orbs-shadow2;139;146
crystal-orbs-shadow3;130;137
crystal-orbs1;111;121
crystal-orbs2;119;128
crystal-orbs3;108;115
crystalline-boulder1;46;48
crystalline-boulder2;46;48
crystalline-stone-edge;96;96
crystalline-stone-wall-large;64;64
crystalline-stone-wall1;32;32
crystalline-stone-wall2;32;32
crystalline-stone-wall3;32;32
crystalline-stone-wall4;32;32
crystalline-stone1;32;32
crystalline-stone2;32;32
crystalline-stone3;32;32
crystalline-stone4;32;32
crystalline-stone5;32;32
crystalline-vent1;96;96
crystalline-vent2;96;96
cultivator;64;64
cultivator-bottom;64;64
cultivator-middle;50;50
cultivator-top;64;64
cursor;4;4
cyanogen-synthesizer;96;96
cyanogen-synthesizer-bottom;96;96
cyanogen-synthesizer-heat;96;96
cyanogen-synthesizer-heat-top;72;72
cyclone;74;84
cyclone-barrel-1;16;90
cyclone-barrel-1-outline;24;96
cyclone-barrel-2;34;82
cyclone-barrel-2-outline;42;90
cyclone-barrel-3;34;82
cyclone-barrel-3-outline;42;90
cyclone-outline;82;92
cyclone-preview;82;98
cyerce;124;138
cyerce-cell;66;128
cyerce-wreck0;120;132
cyerce-wreck1;120;138
cyerce-wreck2;124;138
dacite-boulder1;46;46
dacite-boulder2;46;46
dacite-edge;96;96
dacite-wall-large;64;64
dacite-wall1;32;32
dacite-wall2;32;32
dacite1;32;32
dacite2;32;32
dacite3;32;32
dagger;48;32
dagger-base;26;24
dagger-leg;40;36
dagger-wreck0;48;44
dagger-wreck1;30;40
dagger-wreck2;48;48
dark-metal-large;64;64
dark-metal1;32;32
dark-metal2;32;32
dark-panel-1;32;32
dark-panel-1-edge;96;96
dark-panel-2;32;32
dark-panel-2-edge;96;96
dark-panel-3;32;32
dark-panel-3-edge;96;96
dark-panel-4;32;32
dark-panel-4-edge;96;96
dark-panel-5;32;32
dark-panel-5-edge;96;96
dark-panel-6;32;32
dark-panel-6-edge;96;96
darksand-edge;96;96
darksand-tainted-water;32;32
darksand-tainted-water-edge;96;96
darksand-tainted-water1;32;32
darksand-tainted-water2;32;32
darksand-tainted-water3;32;32
darksand-water;32;32
darksand-water-edge;96;96
darksand-water1;32;32
darksand-water2;32;32
darksand-water3;32;32
darksand1;32;32
darksand2;32;32
darksand3;32;32
deconstructor;160;160
deconstructor-top;160;160
deep-tainted-water;32;32
deep-tainted-water-edge;96;96
deep-water;32;32
deep-water-edge;96;96
dense-red-stone-edge;96;96
dense-red-stone1;32;32
dense-red-stone2;32;32
dense-red-stone3;32;32
dense-red-stone4;32;32
differential-generator;96;96
differential-generator-liquid;14;14
differential-generator-top;96;96
diffuse;90;86
diffuse-front-heat;92;56
diffuse-front-l;86;86
diffuse-front-l-outline;94;94
diffuse-front-r;86;86
diffuse-front-r-outline;94;94
diffuse-outline;96;94
diffuse-preview;98;94
diode;32;32
diode-arrow;18;18
dirt-edge;96;96
dirt-wall-large;64;64
dirt-wall1;32;32
dirt-wall2;32;32
dirt1;32;32
dirt2;32;32
dirt3;32;32
disassembler;96;96
disassembler-bottom;96;96
disassembler-spinner;60;60
discord-banner;89;50
disperse-blade-heat;112;104
disperse-blade-l;90;112
disperse-blade-l-outline;98;120
disperse-blade-r;90;112
disperse-blade-r-outline;98;120
disperse-mid;60;120
disperse-mid-heat;82;98
disperse-mid-outline;68;128
disperse-preview;116;128
disperse-side-l;108;102
disperse-side-l-outline;116;110
disperse-side-r;108;102
disperse-side-r-outline;116;110
disrupt;227;239
disrupt-cell;195;211
disrupt-missile;37;56
disrupt-missile-fin;23;47
disrupt-missile-fin-outline;29;53
disrupt-missile-wreck0;35;42
disrupt-missile-wreck1;29;42
disrupt-missile-wreck2;37;42
disrupt-weapon;72;59
disrupt-weapon-blade;57;107
disrupt-weapon-blade-outline;63;113
disrupt-weapon-outline;78;65
disrupt-weapon-preview;78;93
disrupt-wreck0;223;239
disrupt-wreck1;237;211
disrupt-wreck2;241;231
distributor;64;64
door;32;32
door-large;64;64
door-large-open;64;64
door-open;32;32
drill-item-2;12;12
drill-item-3;18;18
drill-item-4;18;18
drill-laser;4;48
drill-laser-boost;4;48
drill-laser-boost-center;72;72
drill-laser-boost-end;72;72
drill-laser-center;72;72
drill-laser-end;72;72
duct-bottom;32;32
duct-bottom-0;32;18
duct-bottom-1;32;32
duct-bottom-2;32;32
duct-bottom-3;32;32
duct-bottom-4;32;32
duct-bridge;32;32
duct-bridge-arrow;12;10
duct-bridge-bridge;32;26
duct-bridge-bridge-bottom;32;10
duct-bridge-dir;10;14
duct-router;32;32
duct-router-top;18;18
duct-top-0;32;32
duct-top-1;32;32
duct-top-2;32;32
duct-top-3;32;32
duct-top-4;32;32
duct-unloader;32;32
duct-unloader-arrow;18;18
duct-unloader-center;18;18
duct-unloader-top;32;10
dune-wall-large;64;64
dune-wall1;32;32
dune-wall2;32;32
duo;26;28
duo-barrel-l;26;26
duo-barrel-l-outline;32;32
duo-barrel-r;26;26
duo-barrel-r-outline;32;32
duo-outline;32;32
duo-preview;34;34
eclipse;318;321
eclipse-cell;192;260
eclipse-wreck0;318;321
eclipse-wreck1;316;317
eclipse-wreck2;314;309
edge;32;32
edge-stencil;96;96
electric-heater;64;64
electric-heater-heat;64;64
electric-heater-top1;64;48
electric-heater-top2;64;48
electrolyzer;96;96
electrolyzer-bottom;96;96
electrolyzer-glow;64;64
electrolyzer-hydrogen-output1;96;82
electrolyzer-hydrogen-output2;96;82
electrolyzer-ozone-output1;96;82
electrolyzer-ozone-output2;96;82
elude;52;58
elude-cell;34;50
elude-weapon;17;31
elude-wreck0;52;58
elude-wreck1;52;54
elude-wreck2;52;58
emanate;78;82
emanate-cell;46;42
emanate-wreck0;56;82
emanate-wreck1;78;78
emanate-wreck2;78;80
emp-cannon-mount;70;110
emp-cannon-mount-heat;38;104
empty;32;32
env-error;32;32
error;48;48
eruption-drill;160;160
eruption-drill-arrow;54;54
eruption-drill-arrow-blur;64;64
eruption-drill-glow;86;86
eruption-drill-item;16;16
eruption-drill-top;108;108
evoke;54;54
evoke-cell;16;52
evoke-wreck0;44;52
evoke-wreck1;54;52
evoke-wreck2;52;48
exponential-reconstructor;224;224
exponential-reconstructor-top;224;224
factory-in-3;96;88
factory-in-3-dark;96;88
factory-in-5;160;148
factory-in-5-dark;160;148
factory-in-7;224;206
factory-in-9;288;264
factory-out-3;96;88
factory-out-3-dark;96;88
factory-out-5;160;148
factory-out-5-dark;160;148
factory-out-7;224;206
factory-out-9;288;264
factory-top-3;96;96
factory-top-5;160;160
ferric-boulder1;32;32
ferric-boulder2;32;32
ferric-craters1;32;32
ferric-craters2;32;32
ferric-craters3;32;32
ferric-stone-edge;96;96
ferric-stone-wall-large;64;64
ferric-stone-wall1;32;32
ferric-stone-wall2;32;32
ferric-stone1;32;32
ferric-stone2;32;32
ferric-stone3;32;32
ferric-stone4;32;32
fire0;78;62
fire1;80;62
fire10;72;64
fire11;74;66
fire12;74;66
fire13;76;66
fire14;76;66
fire15;76;66
fire16;76;66
fire17;76;66
fire18;76;50
fire19;76;52
fire2;80;64
fire20;78;52
fire21;78;54
fire22;78;56
fire23;78;58
fire24;78;60
fire25;78;60
fire26;78;60
fire27;80;60
fire28;80;60
fire29;80;60
fire3;76;64
fire30;80;60
fire31;78;60
fire32;78;60
fire33;78;60
fire34;76;60
fire35;78;60
fire36;78;60
fire37;78;60
fire38;78;62
fire39;78;62
fire4;70;64
fire5;70;64
fire6;70;64
fire7;72;64
fire8;70;64
fire9;70;64
flamethrower;24;50
flamethrower-outline;30;56
flare;48;48
flare-wreck0;46;46
flare-wreck1;48;48
flare-wreck2;46;46
flat-down-base;36;27
fluid;32;32
fluid-gas-0;32;32
fluid-gas-1;32;32
fluid-gas-10;32;32
fluid-gas-11;32;32
fluid-gas-12;32;32
fluid-gas-13;32;32
fluid-gas-14;32;32
fluid-gas-15;32;32
fluid-gas-16;32;32
fluid-gas-17;32;32
fluid-gas-18;32;32
fluid-gas-19;32;32
fluid-gas-2;32;32
fluid-gas-20;32;32
fluid-gas-21;32;32
fluid-gas-22;32;32
fluid-gas-23;32;32
fluid-gas-24;32;32
fluid-gas-25;32;32
fluid-gas-26;32;32
fluid-gas-27;32;32
fluid-gas-28;32;32
fluid-gas-29;32;32
fluid-gas-3;32;32
fluid-gas-30;32;32
fluid-gas-31;32;32
fluid-gas-32;32;32
fluid-gas-33;32;32
fluid-gas-34;32;32
fluid-gas-35;32;32
fluid-gas-36;32;32
fluid-gas-37;32;32
fluid-gas-38;32;32
fluid-gas-39;32;32
fluid-gas-4;32;32
fluid-gas-40;32;32
fluid-gas-41;32;32
fluid-gas-42;32;32
fluid-gas-43;32;32
fluid-gas-44;32;32
fluid-gas-45;32;32
fluid-gas-46;32;32
fluid-gas-47;32;32
fluid-gas-48;32;32
fluid-gas-49;32;32
fluid-gas-5;32;32
fluid-gas-6;32;32
fluid-gas-7;32;32
fluid-gas-8;32;32
fluid-gas-9;32;32
fluid-liquid-0;32;32
fluid-liquid-1;32;32
fluid-liquid-10;32;32
fluid-liquid-11;32;32
fluid-liquid-12;32;32
fluid-liquid-13;32;32
fluid-liquid-14;32;32
fluid-liquid-15;32;32
fluid-liquid-16;32;32
fluid-liquid-17;32;32
fluid-liquid-18;32;32
fluid-liquid-19;32;32
fluid-liquid-2;32;32
fluid-liquid-20;32;32
fluid-liquid-21;32;32
fluid-liquid-22;32;32
fluid-liquid-23;32;32
fluid-liquid-24;32;32
fluid-liquid-25;32;32
fluid-liquid-26;32;32
fluid-liquid-27;32;32
fluid-liquid-28;32;32
fluid-liquid-29;32;32
fluid-liquid-3;32;32
fluid-liquid-30;32;32
fluid-liquid-31;32;32
fluid-liquid-32;32;32
fluid-liquid-33;32;32
fluid-liquid-34;32;32
fluid-liquid-35;32;32
fluid-liquid-36;32;32
fluid-liquid-37;32;32
fluid-liquid-38;32;32
fluid-liquid-39;32;32
fluid-liquid-4;32;32
fluid-liquid-40;32;32
fluid-liquid-41;32;32
fluid-liquid-42;32;32
fluid-liquid-43;32;32
fluid-liquid-44;32;32
fluid-liquid-45;32;32
fluid-liquid-46;32;32
fluid-liquid-47;32;32
fluid-liquid-48;32;32
fluid-liquid-49;32;32
fluid-liquid-5;32;32
