// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;id;logicId;visibility;size;subclass;legacy;configurable;category;range;hasItems;acceptsItems;separateItemCapacity;itemCapacity;noSideBlend;unloadable;hasLiquids;outputsLiquid;liquidCapacity;hasPower;consumesPower;outputsPower;connectedPower;conductivePower;maxNodes;outputFacing;rotate;unitPlans;color;outlineColor;lightColor;health;solid;powerCapacity;powerStorage;configSenseable;hasBuilding
red-stone-boulder;129;-1;hidden;1;Prop;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;bc5559ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-floor;130;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;555760ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-floor-damaged;131;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;53545eff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-floor-2;132;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;50515aff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-floor-3;133;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5a5b65ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-floor-4;134;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5d5f6aff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-floor-5;135;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;6c584cff;404049ff;ffffffff;40;false;0.0;0.0;false;false
dark-panel-1;136;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3c3e47ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
dark-panel-2;137;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;413e45ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
dark-panel-3;138;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3b3c45ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
dark-panel-4;139;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;43454fff;404049ff;ffffffff;40;false;0.0;0.0;false;false
dark-panel-5;140;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;46434bff;404049ff;ffffffff;40;false;0.0;0.0;false;false
dark-panel-6;141;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;4e454cff;404049ff;ffffffff;40;false;0.0;0.0;false;false
dark-metal;142;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;7e808fff;404049ff;ffffffff;40;true;0.0;0.0;false;false
metal-tiles-1;143;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3a3a41ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-tiles-2;144;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;2c2c33ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-tiles-3;145;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5d493cff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-tiles-4;146;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;633a3fff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-tiles-5;147;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;2f2f36ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-tiles-6;148;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;864845ff;404049ff;f255554c;40;false;0.0;0.0;false;false
metal-tiles-7;149;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3a3a41ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-tiles-8;150;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;2d2c33ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-tiles-9;151;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;313239ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-tiles-10;152;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;38383fff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-tiles-11;153;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;34343bff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-tiles-12;154;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;783a3dff;404049ff;f255554c;40;false;0.0;0.0;false;false
metal-tiles-13;155;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;36373eff;404049ff;ffffffff;40;false;0.0;0.0;false;false
metal-wall-1;156;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5c5c67ff;404049ff;ffffffff;40;true;0.0;0.0;false;false
metal-wall-2;157;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;666672ff;404049ff;ffffffff;40;true;0.0;0.0;false;false
metal-wall-3;158;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;53535fff;404049ff;ffffffff;40;true;0.0;0.0;false;false
colored-floor;159;-1;hidden;1;ColoredFloor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;b1acb8ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
colored-wall;160;-1;hidden;1;ColoredWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;f0ebfdff;404049ff;ffffffff;40;true;0.0;0.0;false;false
character-overlay;161;-1;hidden;1;CharacterOverlay;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;545662ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
character-overlay-white;162;-1;hidden;1;CharacterOverlay;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;c4c4c4ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
rune-overlay;163;-1;hidden;1;RuneOverlay;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;545662ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
rune-overlay-crux;164;-1;hidden;1;RuneOverlay;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;c45551ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
pebbles;165;-1;hidden;1;OverlayFloor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;48474bff;404049ff;ffffffff;40;false;0.0;0.0;false;false
tendrils;166;-1;hidden;1;OverlayFloor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;523459ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
ore-copper;167;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;d99d73ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
ore-lead;168;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;8c7fa9ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
ore-scrap;169;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;777777ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
ore-coal;170;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;272727ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
ore-titanium;171;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;8da1e3ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
ore-thorium;172;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;f9a3c7ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
ore-beryllium;173;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3a8f64ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
ore-tungsten;174;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;768a9aff;404049ff;ffffffff;40;false;0.0;0.0;false;false
ore-crystal-thorium;175;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;f9a3c7ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
ore-wall-thorium;176;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;f9a3c7ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
ore-wall-beryllium;177;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3a8f64ff;404049ff;ffffffff;40;false;0.0;0.0;false;false
graphitic-wall;178;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;505a6bff;404049ff;ffffffff;40;true;0.0;0.0;false;false
ore-wall-tungsten;179;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;768a9aff;404049ff;ffffffff;40;false;0.0;0.0;false;false
graphite-press;180;0;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;9397a1ff;404049ff;ffffffff;160;true;0.0;0.0;false;true
multi-press;181;1;shown;3;GenericCrafter;false;false;crafting;0.0;true;true;false;20;false;true;true;false;60.0;true;true;false;true;false;0;true;false;;8e929bff;404049ff;ffffffff;360;true;1.8;0.0;false;true
silicon-smelter;182;2;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;898c94ff;404049ff;ffffffff;160;true;0.5;0.0;false;true
silicon-crucible;183;3;shown;3;AttributeCrafter;false;false;crafting;0.0;true;true;false;30;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;8a8d95ff;404049ff;ffffffff;395;true;4.0;0.0;false;true
kiln;184;4;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;a39a9cff;404049ff;ffffffff;160;true;0.6;0.0;false;true
plastanium-compressor;185;5;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;true;false;60.0;true;true;false;true;false;0;true;false;;aeb6aaff;404049ff;ffffffff;320;true;3.0;0.0;false;true
phase-weaver;186;6;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;30;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;c6b09dff;404049ff;ffffffff;190;true;5.0;0.0;false;true
surge-smelter;187;180;shown;3;GenericCrafter;false;false;crafting;0.0;true;true;false;20;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;b4a698ff;404049ff;ffffffff;430;true;4.0;0.0;false;true
cryofluid-mixer;188;7;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;true;true;36.0;true;true;false;true;false;0;true;false;;9ba1baff;404049ff;ffffffff;160;true;1.0;0.0;false;true
pyratite-mixer;189;8;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;baada8ff;404049ff;ffffffff;160;true;0.2;0.0;false;true
blast-mixer;190;9;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;baa7a7ff;404049ff;ffffffff;160;true;0.4;0.0;false;true
melter;191;10;shown;1;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;true;true;10.0;true;true;false;true;false;0;true;false;;bb9995ff;404049ff;ffffffff;200;true;1.0;0.0;false;true
separator;192;11;shown;2;Separator;false;false;crafting;0.0;true;false;false;10;false;true;true;false;40.0;true;true;false;true;false;0;true;false;;b09c9fff;404049ff;ffffffff;160;true;1.1;0.0;false;true
disassembler;193;12;shown;3;Separator;false;false;crafting;0.0;true;true;false;20;false;true;true;false;72.0;true;true;false;true;false;0;true;false;;b49a9bff;404049ff;ffffffff;465;true;4.0;0.0;false;true
spore-press;194;13;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;true;true;60.0;true;true;false;true;false;0;true;false;;9f9fb8ff;404049ff;ffffffff;320;true;0.7;0.0;false;true
pulverizer;195;14;shown;1;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;828591ff;404049ff;ffffffff;40;true;0.5;0.0;false;true
coal-centrifuge;196;15;shown;2;GenericCrafter;false;false;crafting;0.0;true;false;false;10;false;true;true;false;60.0;true;true;false;true;false;0;true;false;;b1baa7ff;404049ff;ffffffff;160;true;0.7;0.0;false;true
incinerator;197;16;shown;1;Incinerator;false;false;crafting;0.0;false;false;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;8d706eff;404049ff;ffffffff;90;true;0.5;0.0;false;true
silicon-arc-furnace;198;153;shown;3;GenericCrafter;false;false;crafting;0.0;true;true;false;30;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;736e73ff;404049ff;ffffffff;575;true;5.0;0.0;false;true
electrolyzer;199;178;shown;3;GenericCrafter;false;false;crafting;0.0;true;false;false;0;false;true;true;true;50.0;true;true;false;true;false;0;true;true;;73847eff;404049ff;ffffffff;860;true;1.0;0.0;false;true
atmospheric-concentrator;200;192;shown;3;HeatCrafter;false;false;crafting;0.0;true;false;false;0;false;true;true;true;60.0;true;true;false;true;false;0;true;false;;8189a3ff;404049ff;ffffffff;755;true;2.0;0.0;false;true
oxidation-chamber;201;179;shown;3;HeatProducer;false;false;crafting;0.0;true;true;false;10;false;true;true;false;30.0;true;true;false;true;false;0;true;true;;71867eff;404049ff;ffffffff;860;true;0.5;0.0;false;true
electric-heater;202;186;shown;2;HeatProducer;false;false;crafting;0.0;true;false;false;0;false;true;false;false;10.0;true;true;false;true;false;0;true;true;;887f87ff;404049ff;ffffffff;460;true;1.6666666;0.0;false;true
slag-heater;203;238;shown;3;HeatProducer;false;false;crafting;0.0;true;false;false;0;false;true;true;false;120.0;false;true;false;true;false;0;true;true;;947c7eff;404049ff;ffffffff;1040;true;0.0;0.0;false;true
phase-heater;204;201;shown;2;HeatProducer;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;948988ff;404049ff;ffffffff;510;true;0.0;0.0;false;true
heat-redirector;205;202;shown;3;HeatConductor;false;false;crafting;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;887f87ff;404049ff;ffffffff;645;true;0.0;0.0;false;true
small-heat-redirector;206;255;shown;2;HeatConductor;false;false;crafting;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;8a7f86ff;404049ff;ffffffff;200;true;0.0;0.0;false;true
heat-router;207;250;shown;3;HeatConductor;false;false;crafting;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;857e88ff;404049ff;ffffffff;645;true;0.0;0.0;false;true
slag-incinerator;208;187;shown;1;ItemIncinerator;false;false;crafting;0.0;false;false;false;10;false;true;true;false;10.0;false;true;false;true;false;0;true;false;;a08483ff;404049ff;ffffffff;70;true;0.0;0.0;false;true
carbide-crucible;209;164;shown;3;HeatCrafter;false;false;crafting;0.0;true;true;false;20;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;a07f7cff;404049ff;ffffffff;900;true;2.0;0.0;false;true
slag-centrifuge;210;185;debugOnly;3;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;true;true;80.0;true;true;false;true;false;0;true;false;;967c7cff;404049ff;ffffffff;935;true;0.033333335;0.0;false;true
surge-crucible;211;181;shown;3;HeatCrafter;false;false;crafting;0.0;true;true;false;20;false;true;true;false;400.0;true;true;false;true;false;0;true;false;;8f8580ff;404049ff;ffffffff;825;true;1.5;0.0;false;true
cyanogen-synthesizer;212;184;shown;3;HeatCrafter;false;false;crafting;0.0;true;true;false;10;false;true;true;true;80.0;true;true;false;true;false;0;true;false;;858ca6ff;404049ff;ffffffff;970;true;2.0;0.0;false;true
phase-synthesizer;213;188;shown;3;HeatCrafter;false;false;crafting;0.0;true;true;false;40;false;true;true;false;40.0;true;true;false;true;false;0;true;false;;9f8c80ff;404049ff;ffffffff;1115;true;8.0;0.0;false;true
heat-reactor;214;175;debugOnly;3;HeatProducer;false;false;crafting;0.0;true;true;false;20;false;true;true;false;10.0;false;true;false;true;false;0;true;true;;887b82ff;404049ff;ffffffff;1005;true;0.0;0.0;false;true
copper-wall;215;17;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;c69b81ff;404049ff;ffffffff;320;true;0.0;0.0;false;true
copper-wall-large;216;18;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;c79b81ff;404049ff;ffffffff;1280;true;0.0;0.0;false;true
titanium-wall;217;19;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;7f8fedff;404049ff;ffffffff;440;true;0.0;0.0;false;true
titanium-wall-large;218;20;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;7e8fecff;404049ff;ffffffff;1760;true;0.0;0.0;false;true
plastanium-wall;219;21;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;e2f197ff;404049ff;ffffffff;500;true;0.0;0.0;false;true
plastanium-wall-large;220;22;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;dbeb90ff;404049ff;ffffffff;2000;true;0.0;0.0;false;true
thorium-wall;221;23;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;8e81b5ff;404049ff;ffffffff;800;true;0.0;0.0;false;true
thorium-wall-large;222;24;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;8e81b5ff;404049ff;ffffffff;3200;true;0.0;0.0;false;true
phase-wall;223;25;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;ffe1b6ff;404049ff;ffffffff;600;true;0.0;0.0;false;true
phase-wall-large;224;26;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;ffdbafff;404049ff;ffffffff;2400;true;0.0;0.0;false;true
surge-wall;225;27;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;fddd7eff;404049ff;ffffffff;920;true;0.0;0.0;false;true
surge-wall-large;226;28;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;fddc7eff;404049ff;ffffffff;3680;true;0.0;0.0;false;true
door;227;29;shown;1;Door;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;9faabaff;404049ff;ffffffff;400;false;0.0;0.0;false;true
door-large;228;30;shown;2;Door;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;9ca4b6ff;404049ff;ffffffff;1600;false;0.0;0.0;false;true
scrap-wall;229;31;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a5afc3ff;404049ff;ffffffff;240;true;0.0;0.0;false;true
scrap-wall-large;230;32;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a9b4c8ff;404049ff;ffffffff;960;true;0.0;0.0;false;true
scrap-wall-huge;231;33;shown;3;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a7b2c5ff;404049ff;ffffffff;2160;true;0.0;0.0;false;true
scrap-wall-gigantic;232;34;shown;4;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a7b3c6ff;404049ff;ffffffff;3840;true;0.0;0.0;false;true
thruster;233;149;sandboxOnly;4;Thruster;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;9fa8bcff;404049ff;ffffffff;3520;true;0.0;0.0;false;true
beryllium-wall;234;206;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;66a77aff;404049ff;ffffffff;520;true;0.0;0.0;false;true
beryllium-wall-large;235;207;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5e9a72ff;404049ff;ffffffff;2080;true;0.0;0.0;false;true
tungsten-wall;236;203;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;828491ff;404049ff;ffffffff;720;true;0.0;0.0;false;true
tungsten-wall-large;237;204;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;7d7f8cff;404049ff;ffffffff;2880;true;0.0;0.0;false;true
blast-door;238;227;shown;2;AutoDoor;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;798389ff;404049ff;ffffffff;2800;false;0.0;0.0;false;true
reinforced-surge-wall;239;225;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;ffe885ff;404049ff;ffffffff;1000;true;0.0;0.0;false;true
reinforced-surge-wall-large;240;234;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;ffe283ff;404049ff;ffffffff;4000;true;0.0;0.0;false;true
carbide-wall;241;220;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a48ab5ff;404049ff;ffffffff;1080;true;0.0;0.0;false;true
carbide-wall-large;242;221;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;9c84b0ff;404049ff;ffffffff;4320;true;0.0;0.0;false;true
shielded-wall;243;240;shown;2;ShieldWall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;true;true;false;true;true;0;true;false;;ffdbb0ff;404049ff;ffffffff;4160;true;0.05;0.0;false;true
mender;244;35;shown;1;MendProjector;false;false;effect;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;95b6a9ff;404049ff;ffffffff;80;true;0.3;0.0;false;true
mend-projector;245;36;shown;2;MendProjector;false;false;effect;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;96b6a9ff;404049ff;ffffffff;320;true;1.5;0.0;false;true
overdrive-projector;246;37;shown;2;OverdriveProjector;false;false;effect;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;b7a1a1ff;404049ff;ffffffff;175;true;3.5;0.0;false;true
overdrive-dome;247;38;shown;3;OverdriveProjector;false;false;effect;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;ba9f9eff;404049ff;ffffffff;485;true;10.0;0.0;false;true
force-projector;248;39;shown;3;ForceProjector;false;false;effect;0.0;true;true;false;10;false;true;true;false;60.0;true;true;false;true;false;0;true;false;;b0a9a8ff;404049ff;ffffffff;360;true;4.0;0.0;false;true
shock-mine;249;40;shown;1;ShockMine;false;false;effect;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;595b65ff;404049ff;ffffffff;50;false;0.0;0.0;false;true
radar;250;226;fogOnly;1;Radar;false;false;effect;0.0;false;false;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;91847cff;4a4b53ff;ffffffff;60;true;0.6;0.0;false;true
build-tower;251;162;shown;3;BuildTurret;false;false;effect;0.0;false;false;false;10;false;true;true;false;30.0;true;true;false;true;false;0;true;false;;827674ff;2d2f39ff;ffffffff;610;true;3.0;0.0;false;true
regen-projector;252;197;shown;3;RegenProjector;false;false;effect;0.0;true;true;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;80879dff;404049ff;ffffffff;1040;true;1.0;0.0;false;true
shockwave-tower;253;246;shown;3;ShockwaveTower;false;false;effect;0.0;false;false;false;10;false;true;true;false;15.0;true;true;false;true;false;0;true;false;;948185ff;404049ff;ffffffff;915;true;1.6666666;0.0;false;true
shield-projector;254;211;editorOnly;3;BaseShield;false;false;effect;0.0;false;false;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;938887ff;404049ff;ffffffff;360;true;5.0;0.0;false;true
large-shield-projector;255;217;editorOnly;4;BaseShield;false;false;effect;0.0;false;false;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;928887ff;404049ff;ffffffff;640;true;5.0;0.0;false;true
conveyor;256;41;shown;1;Conveyor;false;false;distribution;0.0;true;true;false;3;false;false;false;false;10.0;false;true;false;true;false;0;true;true;;6f717cff;404049ff;ffffffff;45;false;0.0;0.0;false;true
titanium-conveyor;257;42;shown;1;Conveyor;false;false;distribution;0.0;true;true;false;3;false;false;false;false;10.0;false;true;false;true;false;0;true;true;;676e92ff;404049ff;ffffffff;65;false;0.0;0.0;false;true
