// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;width;height
bryde-cell;60;96
bryde-icon-logic;52;64
bryde-wreck0;106;130
bryde-wreck1;106;138
bryde-wreck2;106;114
bubble-0;14;14
bubble-1;14;12
bubble-10;30;30
bubble-11;32;32
bubble-12;34;34
bubble-13;36;36
bubble-14;38;38
bubble-15;40;40
bubble-2;14;14
bubble-3;16;16
bubble-4;18;18
bubble-5;20;20
bubble-6;22;22
bubble-7;24;24
bubble-8;26;26
bubble-9;28;28
build-tower;94;96
build-tower-base;96;96
build-tower-glow;40;72
build-tower-icon-editor;96;96
build-tower-icon-logic;96;96
build-weapon;23;44
bullet;52;52
bullet-back;52;52
burning-icon-logic;26;36
button;36;27
button-disabled;36;27
button-down;36;27
button-edge-1;36;27
button-edge-2;36;27
button-edge-3;36;27
button-edge-4;36;27
button-edge-down-1;36;27
button-edge-down-3;36;27
button-edge-over-1;36;27
button-edge-over-3;36;27
button-edge-over-4;36;27
button-over;36;27
button-red;36;27
button-right;36;27
button-right-disabled;36;27
button-right-down;36;27
button-right-over;36;27
button-select;24;24
button-select-trans;24;24
button-side-left;36;26
button-side-left-down;36;26
button-side-left-over;36;26
button-side-right;36;26
button-side-right-down;36;26
button-side-right-over;36;26
button-trans;36;27
canvas;64;64
canvas-corner1;64;64
canvas-corner2;64;64
canvas-icon-editor;64;64
canvas-icon-logic;64;64
canvas-side1;64;64
canvas-side2;64;64
carbide-crucible;96;96
carbide-crucible-bottom;96;96
carbide-crucible-heat;96;96
carbide-crucible-icon-editor;96;96
carbide-crucible-icon-logic;96;96
carbide-icon-logic;32;30
carbide-wall;32;32
carbide-wall-icon-editor;32;32
carbide-wall-icon-logic;32;32
carbide-wall-large;64;64
carbide-wall-large-icon-editor;64;64
carbide-wall-large-icon-logic;64;64
carbon-boulder-icon-editor;46;48
carbon-boulder1;46;48
carbon-boulder2;46;48
carbon-stone-edge;96;96
carbon-stone-icon-editor;32;32
carbon-stone1;32;32
carbon-stone2;32;32
carbon-stone3;32;32
carbon-stone4;32;32
carbon-vent-icon-editor;94;96
carbon-vent1;96;96
carbon-vent2;96;96
carbon-wall-icon-editor;32;32
carbon-wall-large;64;64
carbon-wall1;32;32
carbon-wall2;32;32
casing;8;16
center;18;18
char-icon-editor;32;32
char1;32;32
char2;32;32
char3;32;32
check-disabled;32;32
check-off;32;32
check-on;32;32
check-on-disabled;32;32
check-on-over;32;32
check-over;32;32
chemical-combustion-chamber;96;96
chemical-combustion-chamber-bottom;96;96
chemical-combustion-chamber-glow;96;96
chemical-combustion-chamber-icon-editor;96;96
chemical-combustion-chamber-icon-logic;96;96
chemical-combustion-chamber-mid;18;18
chemical-combustion-chamber-piston-icon;80;80
chemical-combustion-chamber-piston0;80;20
chemical-combustion-chamber-piston1;80;20
circle;201;201
circle-bullet;48;48
circle-bullet-back;48;48
circle-end;100;199
circle-mid;1;199
circle-shadow;201;201
circle-small;50;50
clear;4;4
clear-editor;1;1
clear-effect;1;1
cleroi;66;73
cleroi-cell;54;48
cleroi-icon-logic;52;64
cleroi-leg;40;34
cleroi-leg-base;49;34
cleroi-point-defense;25;34
cleroi-spine;34;9
cleroi-spine-outline;40;15
cleroi-weapon;21;24
cleroi-weapon-heat;23;26
cleroi-wreck0;66;73
cleroi-wreck1;62;77
cleroi-wreck2;66;69
cliff;32;32
cliff-crusher;64;64
cliff-crusher-icon-editor;64;64
cliff-crusher-icon-logic;64;64
cliff-crusher-rotator;22;22
cliff-crusher-rotator-bottom;26;26
cliff-crusher-top;58;38
cliff-icon-editor;32;32
cliff0;64;64
cliff1;64;64
cliff2;64;64
cliff3;64;64
cliff4;64;64
cliff5;64;64
cliff6;64;64
cliff7;64;64
cliffmask0;64;64
cliffmask1;64;64
cliffmask10;64;64
cliffmask100;64;64
cliffmask101;64;64
cliffmask102;64;64
cliffmask103;64;64
cliffmask104;64;64
cliffmask105;64;64
cliffmask106;64;64
cliffmask107;64;64
cliffmask108;64;64
cliffmask109;64;64
cliffmask11;64;64
cliffmask110;64;64
cliffmask111;64;64
cliffmask112;64;64
cliffmask113;64;64
cliffmask114;64;64
cliffmask115;64;64
cliffmask116;64;64
cliffmask117;64;64
cliffmask118;64;64
cliffmask119;64;64
cliffmask12;64;64
cliffmask120;64;64
cliffmask121;64;64
cliffmask122;64;64
cliffmask123;64;64
cliffmask124;64;64
cliffmask125;64;64
cliffmask126;64;64
cliffmask127;64;64
cliffmask128;64;64
cliffmask129;64;64
cliffmask13;64;64
cliffmask130;64;64
cliffmask131;64;64
cliffmask132;64;64
cliffmask133;64;64
cliffmask134;64;64
cliffmask135;64;64
cliffmask136;64;64
cliffmask137;64;64
cliffmask138;64;64
cliffmask139;64;64
cliffmask14;64;64
cliffmask140;64;64
cliffmask141;64;64
cliffmask142;64;64
cliffmask143;64;64
cliffmask144;64;64
cliffmask145;64;64
cliffmask146;64;64
cliffmask147;64;64
cliffmask148;64;64
cliffmask149;64;64
cliffmask15;64;64
cliffmask150;64;64
cliffmask151;64;64
cliffmask152;64;64
cliffmask153;64;64
cliffmask154;64;64
cliffmask155;64;64
cliffmask156;64;64
cliffmask157;64;64
cliffmask158;64;64
cliffmask159;64;64
cliffmask16;64;64
cliffmask160;64;64
cliffmask161;64;64
cliffmask162;64;64
cliffmask163;64;64
cliffmask164;64;64
cliffmask165;64;64
cliffmask166;64;64
cliffmask167;64;64
cliffmask168;64;64
cliffmask169;64;64
cliffmask17;64;64
cliffmask170;64;64
cliffmask171;64;64
cliffmask172;64;64
cliffmask173;64;64
cliffmask174;64;64
cliffmask175;64;64
cliffmask176;64;64
cliffmask177;64;64
cliffmask178;64;64
cliffmask179;64;64
cliffmask18;64;64
cliffmask180;64;64
cliffmask181;64;64
cliffmask182;64;64
cliffmask183;64;64
cliffmask184;64;64
cliffmask185;64;64
cliffmask186;64;64
cliffmask187;64;64
cliffmask188;64;64
cliffmask189;64;64
cliffmask19;64;64
cliffmask190;64;64
cliffmask191;64;64
cliffmask192;64;64
cliffmask193;64;64
cliffmask194;64;64
cliffmask195;64;64
cliffmask196;64;64
cliffmask197;64;64
cliffmask198;64;64
cliffmask199;64;64
cliffmask2;64;64
cliffmask20;64;64
cliffmask200;64;64
cliffmask201;64;64
cliffmask202;64;64
cliffmask203;64;64
cliffmask204;64;64
cliffmask205;64;64
cliffmask206;64;64
cliffmask207;64;64
cliffmask208;64;64
cliffmask209;64;64
cliffmask21;64;64
cliffmask210;64;64
cliffmask211;64;64
cliffmask212;64;64
cliffmask213;64;64
cliffmask214;64;64
cliffmask215;64;64
cliffmask216;64;64
cliffmask217;64;64
cliffmask218;64;64
cliffmask219;64;64
cliffmask22;64;64
cliffmask220;64;64
cliffmask221;64;64
cliffmask222;64;64
cliffmask223;64;64
cliffmask224;64;64
cliffmask225;64;64
cliffmask226;64;64
cliffmask227;64;64
cliffmask228;64;64
cliffmask229;64;64
cliffmask23;64;64
cliffmask230;64;64
cliffmask231;64;64
cliffmask232;64;64
cliffmask233;64;64
cliffmask234;64;64
cliffmask235;64;64
cliffmask236;64;64
cliffmask237;64;64
cliffmask238;64;64
cliffmask239;64;64
cliffmask24;64;64
cliffmask240;64;64
cliffmask241;64;64
cliffmask242;64;64
cliffmask243;64;64
cliffmask244;64;64
cliffmask245;64;64
cliffmask246;64;64
cliffmask247;64;64
cliffmask248;64;64
cliffmask249;64;64
cliffmask25;64;64
cliffmask250;64;64
cliffmask251;64;64
cliffmask252;64;64
cliffmask253;64;64
cliffmask254;64;64
cliffmask255;64;64
cliffmask26;64;64
cliffmask27;64;64
cliffmask28;64;64
cliffmask29;64;64
cliffmask3;64;64
cliffmask30;64;64
cliffmask31;64;64
cliffmask32;64;64
cliffmask33;64;64
cliffmask34;64;64
cliffmask35;64;64
cliffmask36;64;64
cliffmask37;64;64
cliffmask38;64;64
cliffmask39;64;64
cliffmask4;64;64
cliffmask40;64;64
cliffmask41;64;64
cliffmask42;64;64
cliffmask43;64;64
cliffmask44;64;64
cliffmask45;64;64
cliffmask46;64;64
cliffmask47;64;64
cliffmask48;64;64
cliffmask49;64;64
cliffmask5;64;64
cliffmask50;64;64
cliffmask51;64;64
cliffmask52;64;64
cliffmask53;64;64
cliffmask54;64;64
cliffmask55;64;64
cliffmask56;64;64
cliffmask57;64;64
cliffmask58;64;64
cliffmask59;64;64
cliffmask6;64;64
cliffmask60;64;64
cliffmask61;64;64
cliffmask62;64;64
cliffmask63;64;64
cliffmask64;64;64
cliffmask65;64;64
cliffmask66;64;64
cliffmask67;64;64
cliffmask68;64;64
cliffmask69;64;64
cliffmask7;64;64
cliffmask70;64;64
cliffmask71;64;64
cliffmask72;64;64
cliffmask73;64;64
cliffmask74;64;64
cliffmask75;64;64
cliffmask76;64;64
cliffmask77;64;64
cliffmask78;64;64
cliffmask79;64;64
cliffmask8;64;64
cliffmask80;64;64
cliffmask81;64;64
cliffmask82;64;64
cliffmask83;64;64
cliffmask84;64;64
cliffmask85;64;64
cliffmask86;64;64
cliffmask87;64;64
cliffmask88;64;64
cliffmask89;64;64
cliffmask9;64;64
cliffmask90;64;64
cliffmask91;64;64
cliffmask92;64;64
cliffmask93;64;64
cliffmask94;64;64
cliffmask95;64;64
cliffmask96;64;64
cliffmask97;64;64
cliffmask98;64;64
cliffmask99;64;64
coal-centrifuge;64;64
coal-centrifuge-icon-editor;64;64
coal-centrifuge-icon-logic;64;64
coal-icon-logic;26;26
collaris;193;210
collaris-cell;133;179
collaris-icon-logic;62;64
collaris-joint-base;60;60
collaris-leg;86;56
collaris-leg-base;118;58
collaris-weapon;58;138
collaris-weapon-blade;9;55
collaris-weapon-blade-heat;21;67
collaris-weapon-blade-outline;15;61
collaris-weapon-heat;54;108
collaris-weapon-outline;64;144
collaris-wreck0;193;182
collaris-wreck1;193;210
collaris-wreck2;177;210
combustion-generator;32;32
combustion-generator-icon-editor;32;32
combustion-generator-icon-logic;32;32
combustion-generator-top;26;26
conduit-bottom;32;32
conduit-bottom-0;32;18
conduit-bottom-1;32;32
conduit-bottom-2;32;32
conduit-bottom-3;32;32
conduit-bottom-4;32;32
conduit-icon-editor;32;32
conduit-icon-logic;32;32
conduit-top-0;32;32
conduit-top-1;32;32
conduit-top-2;32;32
conduit-top-3;32;32
conduit-top-4;32;32
conquer;211;224
conquer-cell;213;209
conquer-glow;225;187
conquer-icon-logic;52;64
conquer-treads;193;224
conquer-treads0-0;1;73
conquer-treads0-1;1;73
conquer-treads0-10;1;73
conquer-treads0-11;1;73
conquer-treads0-12;1;73
conquer-treads0-13;1;73
conquer-treads0-14;1;73
conquer-treads0-15;1;73
conquer-treads0-16;1;73
conquer-treads0-17;1;73
conquer-treads0-2;1;73
conquer-treads0-3;1;73
conquer-treads0-4;1;73
conquer-treads0-5;1;73
conquer-treads0-6;1;73
conquer-treads0-7;1;73
conquer-treads0-8;1;73
conquer-treads0-9;1;73
conquer-treads1-0;1;17
conquer-treads1-1;1;17
conquer-treads1-10;1;17
conquer-treads1-11;1;17
conquer-treads1-12;1;17
conquer-treads1-13;1;17
conquer-treads1-14;1;17
conquer-treads1-15;1;17
conquer-treads1-16;1;17
conquer-treads1-17;1;17
conquer-treads1-2;1;17
conquer-treads1-3;1;17
conquer-treads1-4;1;17
conquer-treads1-5;1;17
conquer-treads1-6;1;17
conquer-treads1-7;1;17
conquer-treads1-8;1;17
conquer-treads1-9;1;17
conquer-treads2-0;1;19
conquer-treads2-1;1;19
conquer-treads2-10;1;19
conquer-treads2-11;1;19
conquer-treads2-12;1;19
conquer-treads2-13;1;19
conquer-treads2-14;1;19
conquer-treads2-15;1;19
conquer-treads2-16;1;19
conquer-treads2-17;1;19
conquer-treads2-2;1;19
conquer-treads2-3;1;19
conquer-treads2-4;1;19
conquer-treads2-5;1;19
conquer-treads2-6;1;19
conquer-treads2-7;1;19
conquer-treads2-8;1;19
conquer-treads2-9;1;19
conquer-weapon;129;281
conquer-weapon-blade;21;177
conquer-weapon-blade-heat;39;193
conquer-weapon-blade-outline;27;183
conquer-weapon-glow;131;243
conquer-weapon-heat;143;241
conquer-weapon-outline;135;287
conquer-weapon-sides;52;54
conquer-weapon-sides-outline;58;60
conquer-weapon-sinks;42;42
conquer-weapon-sinks-heat;62;62
conquer-weapon-sinks-outline;48;48
conquer-wreck0;213;270
conquer-wreck1;211;266
conquer-wreck2;213;224
constructor;96;96
constructor-icon-editor;96;96
constructor-icon-logic;96;96
constructor-top;96;96
container;64;64
container-icon-editor;64;64
container-icon-logic;64;64
container-team;64;64
container-team-crux;64;64
container-team-malis;64;64
container-team-sharded;64;64
conveyor-0-0;32;32
conveyor-0-1;32;32
conveyor-0-2;32;32
conveyor-0-3;32;32
conveyor-1-0;32;32
conveyor-1-1;32;32
conveyor-1-2;32;32
conveyor-1-3;32;32
conveyor-2-0;32;32
conveyor-2-1;32;32
conveyor-2-2;32;32
conveyor-2-3;32;32
conveyor-3-0;32;32
conveyor-3-1;32;32
conveyor-3-2;32;32
conveyor-3-3;32;32
conveyor-4-0;32;32
conveyor-4-1;32;32
conveyor-4-2;32;32
conveyor-4-3;32;32
conveyor-icon-editor;32;32
conveyor-icon-logic;32;32
copper-icon-logic;30;30
copper-wall;32;32
copper-wall-icon-editor;32;32
copper-wall-icon-logic;32;32
copper-wall-large;64;64
copper-wall-large-icon-editor;64;64
copper-wall-large-icon-logic;64;64
core-acropolis;192;192
core-acropolis-icon-editor;192;192
core-acropolis-icon-logic;96;96
core-acropolis-team;192;192
core-acropolis-team-crux;192;192
core-acropolis-team-malis;192;192
core-acropolis-team-sharded;192;192
core-acropolis-thruster1;286;158
core-acropolis-thruster2;286;158
core-bastion;128;128
core-bastion-icon-editor;128;128
core-bastion-icon-logic;96;96
core-bastion-team;128;128
core-bastion-team-crux;128;128
core-bastion-team-malis;128;128
core-bastion-team-sharded;128;128
core-bastion-thruster1;188;90
core-bastion-thruster2;188;90
core-citadel;160;160
core-citadel-icon-editor;160;160
core-citadel-icon-logic;96;96
core-citadel-team;160;160
core-citadel-team-crux;160;160
core-citadel-team-malis;160;160
core-citadel-team-sharded;160;160
core-citadel-thruster1;234;132
core-citadel-thruster2;234;132
core-foundation;128;128
core-foundation-icon-editor;128;128
core-foundation-icon-logic;96;96
core-foundation-team;128;128
core-foundation-team-crux;128;128
core-foundation-team-malis;128;128
core-foundation-team-sharded;128;128
core-foundation-thruster1;188;90
core-foundation-thruster2;188;90
core-nucleus;160;160
core-nucleus-icon-editor;160;160
core-nucleus-icon-logic;96;96
core-nucleus-team;160;160
core-nucleus-team-crux;160;160
core-nucleus-team-malis;160;160
core-nucleus-team-sharded;160;160
core-nucleus-thruster1;234;132
core-nucleus-thruster2;234;132
core-shard;96;96
core-shard-icon-editor;96;96
core-shard-icon-logic;96;96
core-shard-team;96;96
core-shard-team-crux;96;96
core-shard-team-malis;96;96
core-shard-team-sharded;96;96
core-shard-thruster1;126;60
core-shard-thruster2;126;60
core-zone;32;32
core-zone-edge;96;96
core-zone-icon-editor;32;32
corroded-icon-logic;28;36
corvus;200;136
corvus-base;144;100
corvus-cell;134;102
corvus-foot;64;70
corvus-icon-logic;64;42
corvus-joint;58;58
corvus-joint-base;64;64
corvus-leg;30;68
corvus-leg-base;30;54
corvus-weapon-heat;96;130
corvus-wreck0;164;122
corvus-wreck1;200;136
corvus-wreck2;192;136
cracks-1-0;12;16
cracks-1-1;12;16
cracks-1-2;18;32
cracks-1-3;24;32
cracks-1-4;32;32
cracks-1-5;32;32
cracks-1-6;32;32
cracks-1-7;32;32
cracks-2-0;40;36
cracks-2-1;42;42
cracks-2-2;44;64
cracks-2-3;64;64
cracks-2-4;64;64
cracks-2-5;64;64
cracks-2-6;64;64
cracks-2-7;64;64
cracks-3-0;66;38
cracks-3-1;68;74
cracks-3-2;70;96
cracks-3-3;96;96
cracks-3-4;96;96
cracks-3-5;96;96
cracks-3-6;96;96
cracks-3-7;96;96
cracks-4-0;90;90
cracks-4-1;96;112
cracks-4-2;100;128
cracks-4-3;120;128
cracks-4-4;128;128
cracks-4-5;128;128
cracks-4-6;128;128
cracks-4-7;128;128
cracks-5-0;90;86
cracks-5-1;124;90
cracks-5-2;128;160
cracks-5-3;160;160
cracks-5-4;160;160
cracks-5-5;160;160
cracks-5-6;160;160
cracks-5-7;160;160
cracks-6-0;134;138
cracks-6-1;156;154
cracks-6-2;158;174
cracks-6-3;176;192
cracks-6-4;192;192
cracks-6-5;192;192
cracks-6-6;192;192
cracks-6-7;192;192
cracks-7-0;150;146
cracks-7-1;186;186
cracks-7-2;200;208
cracks-7-3;224;224
cracks-7-4;224;224
cracks-7-5;224;224
cracks-7-6;224;224
cracks-7-7;224;224
crater;18;18
crater-stone-icon-editor;32;32
crater-stone1;32;32
crater-stone2;32;32
crater-stone3;32;32
crater-stone4;32;32
crater-stone5;32;32
crater-stone6;32;32
crawler;40;44
crawler-base;26;26
crawler-cell;10;36
crawler-icon-logic;40;44
crawler-leg;40;34
crawler-wreck0;40;38
crawler-wreck1;34;36
crawler-wreck2;40;34
cross;12;12
cross-full;30;30
cryofluid-icon-logic;24;32
cryofluid-mixer;64;64
cryofluid-mixer-bottom;64;64
cryofluid-mixer-icon-editor;64;64
cryofluid-mixer-icon-logic;64;64
crystal-blocks-icon-editor;122;132
crystal-blocks-shadow1;148;154
crystal-blocks-shadow2;147;135
crystal-blocks-shadow3;119;130
crystal-blocks1;122;132
crystal-blocks2;127;111
crystal-blocks3;91;108
crystal-cluster-icon-editor;206;196
crystal-cluster-shadow1;220;220
crystal-cluster-shadow2;151;149
crystal-cluster-shadow3;160;154
crystal-cluster1;206;196
crystal-cluster2;138;124
crystal-cluster3;138;118
crystal-floor-edge;96;96
crystal-floor-icon-editor;32;32
crystal-floor1;32;32
crystal-floor2;32;32
crystal-floor3;32;32
crystal-floor4;32;32
crystal-orbs-icon-editor;111;121
crystal-orbs-shadow1;127;137
crystal-orbs-shadow2;139;146
crystal-orbs-shadow3;130;137
crystal-orbs1;111;121
crystal-orbs2;119;128
crystal-orbs3;108;115
crystalline-boulder-icon-editor;46;48
crystalline-boulder1;46;48
crystalline-boulder2;46;48
crystalline-stone-edge;96;96
crystalline-stone-icon-editor;32;32
crystalline-stone-wall-icon-editor;32;32
crystalline-stone-wall-large;64;64
crystalline-stone-wall1;32;32
crystalline-stone-wall2;32;32
crystalline-stone-wall3;32;32
crystalline-stone-wall4;32;32
crystalline-stone1;32;32
crystalline-stone2;32;32
crystalline-stone3;32;32
crystalline-stone4;32;32
crystalline-stone5;32;32
crystalline-vent-icon-editor;96;96
crystalline-vent1;96;96
crystalline-vent2;96;96
cultivator;64;64
cultivator-bottom;64;64
cultivator-icon-editor;64;64
cultivator-icon-logic;64;64
cultivator-middle;50;50
cultivator-top;64;64
cursor;4;4
cyanogen-icon-logic;28;30
cyanogen-synthesizer;96;96
cyanogen-synthesizer-bottom;96;96
cyanogen-synthesizer-heat;96;96
cyanogen-synthesizer-heat-top;72;72
cyanogen-synthesizer-icon-editor;96;96
cyanogen-synthesizer-icon-logic;96;96
cyclone;74;84
cyclone-barrel-1;16;90
cyclone-barrel-1-outline;24;96
cyclone-barrel-2;34;82
cyclone-barrel-2-outline;42;90
cyclone-barrel-3;34;82
cyclone-barrel-3-outline;42;90
cyclone-icon-editor;96;96
cyclone-icon-logic;96;96
cyclone-outline;82;92
cyclone-preview;82;98
cyerce;124;138
cyerce-cell;66;128
cyerce-icon-logic;60;64
cyerce-wreck0;124;138
cyerce-wreck1;120;136
cyerce-wreck2;124;138
dacite-boulder-icon-editor;46;46
dacite-boulder1;46;46
dacite-boulder2;46;46
dacite-edge;96;96
dacite-icon-editor;32;32
dacite-wall-icon-editor;32;32
dacite-wall-large;64;64
dacite-wall1;32;32
dacite-wall2;32;32
dacite1;32;32
dacite2;32;32
dacite3;32;32
dagger;48;32
dagger-base;26;24
dagger-icon-logic;48;48
dagger-leg;40;36
dagger-wreck0;48;44
dagger-wreck1;30;40
dagger-wreck2;48;48
dark-metal-icon-editor;32;32
dark-metal-large;64;64
dark-metal1;32;32
dark-metal2;32;32
dark-panel-1;32;32
dark-panel-1-edge;96;96
dark-panel-1-icon-editor;32;32
dark-panel-2;32;32
dark-panel-2-edge;96;96
dark-panel-2-icon-editor;32;32
dark-panel-3;32;32
dark-panel-3-edge;96;96
dark-panel-3-icon-editor;32;32
dark-panel-4;32;32
dark-panel-4-edge;96;96
dark-panel-4-icon-editor;32;32
dark-panel-5;32;32
dark-panel-5-edge;96;96
dark-panel-5-icon-editor;32;32
dark-panel-6;32;32
dark-panel-6-edge;96;96
dark-panel-6-icon-editor;32;32
darksand-edge;96;96
darksand-icon-editor;32;32
darksand-tainted-water;32;32
darksand-tainted-water-edge;96;96
darksand-tainted-water-icon-editor;32;32
darksand-tainted-water1;32;32
darksand-tainted-water2;32;32
darksand-tainted-water3;32;32
darksand-water;32;32
darksand-water-edge;96;96
darksand-water-icon-editor;32;32
darksand-water1;32;32
darksand-water2;32;32
darksand-water3;32;32
darksand1;32;32
darksand2;32;32
darksand3;32;32
deconstructor;160;160
deconstructor-icon-editor;160;160
deconstructor-icon-logic;96;96
deconstructor-top;160;160
deep-tainted-water;32;32
deep-tainted-water-edge;96;96
deep-tainted-water-icon-editor;32;32
deep-water;32;32
deep-water-edge;96;96
deep-water-icon-editor;32;32
dense-red-stone-edge;96;96
dense-red-stone-icon-editor;32;32
dense-red-stone1;32;32
dense-red-stone2;32;32
dense-red-stone3;32;32
dense-red-stone4;32;32
differential-generator;96;96
differential-generator-icon-editor;96;96
differential-generator-icon-logic;96;96
differential-generator-liquid;14;14
differential-generator-top;96;96
diffuse;90;86
diffuse-front-heat;92;56
diffuse-front-l;86;86
diffuse-front-l-outline;94;94
diffuse-front-r;86;86
diffuse-front-r-outline;94;94
diffuse-icon-editor;96;96
diffuse-icon-logic;96;96
diffuse-outline;96;94
diffuse-preview;98;94
diode;32;32
diode-arrow;18;18
diode-icon-editor;32;32
diode-icon-logic;32;32
dirt-edge;96;96
dirt-icon-editor;32;32
dirt-wall-icon-editor;32;32
dirt-wall-large;64;64
dirt-wall1;32;32
dirt-wall2;32;32
dirt1;32;32
dirt2;32;32
dirt3;32;32
disarmed-icon-logic;34;34
disassembler;96;96
disassembler-bottom;96;96
disassembler-icon-editor;96;96
disassembler-icon-logic;96;96
disassembler-spinner;60;60
discord-banner;89;50
disperse-blade-heat;112;104
disperse-blade-l;90;112
disperse-blade-l-outline;98;120
disperse-blade-r;90;112
disperse-blade-r-outline;98;120
disperse-icon-editor;128;128
disperse-icon-logic;96;96
disperse-mid;60;120
disperse-mid-heat;82;98
disperse-mid-outline;68;128
disperse-preview;116;128
disperse-side-l;108;102
disperse-side-l-outline;116;110
disperse-side-r;108;102
disperse-side-r-outline;116;110
disrupt;227;239
disrupt-cell;195;211
disrupt-icon-logic;64;64
disrupt-missile;37;56
disrupt-missile-fin;23;47
disrupt-missile-fin-outline;29;53
disrupt-missile-icon-logic;38;56
disrupt-missile-wreck0;33;42
disrupt-missile-wreck1;29;42
disrupt-missile-wreck2;37;42
disrupt-weapon;72;59
disrupt-weapon-blade;57;107
disrupt-weapon-blade-outline;63;113
disrupt-weapon-outline;78;65
disrupt-weapon-preview;78;93
disrupt-wreck0;209;239
disrupt-wreck1;237;211
disrupt-wreck2;241;231
distributor;64;64
distributor-icon-editor;64;64
distributor-icon-logic;64;64
door;32;32
door-icon-editor;32;32
door-icon-logic;32;32
door-large;64;64
door-large-icon-editor;64;64
door-large-icon-logic;64;64
door-large-open;64;64
door-open;32;32
dormant-cyst-icon-logic;28;28
drill-item-2;12;12
drill-item-3;18;18
drill-item-4;18;18
drill-laser;4;48
drill-laser-boost;4;48
drill-laser-boost-center;72;72
drill-laser-boost-end;72;72
drill-laser-center;72;72
drill-laser-end;72;72
duct-bottom;32;32
duct-bottom-0;32;18
duct-bottom-1;32;32
duct-bottom-2;32;32
duct-bottom-3;32;32
duct-bottom-4;32;32
duct-bridge;32;32
duct-bridge-arrow;12;10
duct-bridge-bridge;32;26
duct-bridge-bridge-bottom;32;10
duct-bridge-dir;10;14
duct-bridge-icon-editor;32;32
duct-bridge-icon-logic;32;32
duct-icon-editor;32;32
duct-icon-logic;32;32
duct-router;32;32
duct-router-icon-editor;32;32
duct-router-icon-logic;32;32
duct-router-top;18;18
duct-top-0;32;32
duct-top-1;32;32
duct-top-2;32;32
duct-top-3;32;32
duct-top-4;32;32
duct-unloader;32;32
duct-unloader-arrow;18;18
duct-unloader-center;18;18
duct-unloader-icon-editor;32;32
duct-unloader-icon-logic;32;32
duct-unloader-top;32;10
dune-wall-icon-editor;32;32
dune-wall-large;64;64
dune-wall1;32;32
dune-wall2;32;32
duo;26;28
duo-barrel-l;26;26
duo-barrel-l-outline;32;32
duo-barrel-r;26;26
duo-barrel-r-outline;32;32
duo-icon-editor;32;32
duo-icon-logic;32;32
duo-outline;32;32
duo-preview;34;34
eclipse;318;321
eclipse-cell;192;260
eclipse-icon-logic;64;64
eclipse-wreck0;318;283
eclipse-wreck1;316;317
eclipse-wreck2;304;321
edge;32;32
edge-stencil;96;96
editor-arkycite-floor;32;32
editor-arkyic-boulder1;46;48
editor-arkyic-boulder2;46;40
editor-arkyic-boulder3;38;40
editor-arkyic-stone1;32;32
editor-arkyic-stone2;32;32
editor-arkyic-stone3;32;32
editor-arkyic-vent1;96;96
editor-arkyic-vent2;94;96
editor-arkyic-wall1;32;32
editor-arkyic-wall2;32;32
editor-arkyic-wall3;32;32
editor-basalt-boulder1;46;46
editor-basalt-boulder2;46;46
editor-basalt1;32;32
editor-basalt2;32;32
editor-basalt3;32;32
editor-beryllic-boulder1;46;48
editor-beryllic-boulder2;46;48
editor-beryllic-stone-wall1;32;32
editor-beryllic-stone-wall2;32;32
editor-beryllic-stone1;32;32
editor-beryllic-stone2;32;32
editor-beryllic-stone3;32;32
editor-beryllic-stone4;32;32
editor-bluemat1;32;32
editor-bluemat2;32;32
editor-bluemat3;32;32
editor-boulder1;46;46
editor-boulder2;46;46
editor-carbon-boulder1;46;48
editor-carbon-boulder2;46;48
editor-carbon-stone1;32;32
editor-carbon-stone2;32;32
editor-carbon-stone3;32;32
editor-carbon-stone4;32;32
editor-carbon-vent1;94;96
editor-carbon-vent2;96;94
editor-carbon-wall1;32;32
editor-carbon-wall2;32;32
editor-char1;32;32
editor-char2;32;32
editor-char3;32;32
editor-cliffmask0;4;4
editor-cliffmask1;64;50
editor-cliffmask10;48;62
editor-cliffmask100;48;60
editor-cliffmask101;64;60
editor-cliffmask102;48;60
editor-cliffmask103;64;60
editor-cliffmask104;48;62
editor-cliffmask105;64;62
editor-cliffmask106;48;62
editor-cliffmask107;64;62
editor-cliffmask108;48;60
editor-cliffmask109;64;60
editor-cliffmask11;64;62
editor-cliffmask110;48;60
editor-cliffmask111;64;60
editor-cliffmask112;62;62
editor-cliffmask113;64;62
editor-cliffmask114;62;62
editor-cliffmask115;64;62
editor-cliffmask116;62;62
editor-cliffmask117;64;62
editor-cliffmask118;62;62
editor-cliffmask119;64;62
editor-cliffmask12;48;60
editor-cliffmask120;62;62
editor-cliffmask121;64;62
editor-cliffmask122;62;62
editor-cliffmask123;64;62
editor-cliffmask124;62;62
editor-cliffmask125;64;62
editor-cliffmask126;62;62
editor-cliffmask127;64;62
editor-cliffmask128;4;4
editor-cliffmask129;64;50
editor-cliffmask13;64;60
editor-cliffmask130;48;46
editor-cliffmask131;64;50
editor-cliffmask132;48;60
editor-cliffmask133;64;60
editor-cliffmask134;48;60
editor-cliffmask135;64;60
editor-cliffmask136;46;62
editor-cliffmask137;64;62
editor-cliffmask138;48;62
editor-cliffmask139;64;62
editor-cliffmask14;48;60
editor-cliffmask140;48;60
