// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;id;logicId;visibility;size;subclass;legacy;configurable;category;range;hasItems;acceptsItems;separateItemCapacity;itemCapacity;noSideBlend;unloadable;hasLiquids;outputsLiquid;liquidCapacity;hasPower;consumesPower;outputsPower;connectedPower;conductivePower;maxNodes;outputFacing;rotate;unitPlans;color;outlineColor;lightColor;health;solid;powerCapacity;powerStorage;configSenseable
dark-panel-1;132;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3c3e47ff;404049ff;ffffffff;40;false;0.0;0.0;false
dark-panel-2;133;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;413e45ff;404049ff;ffffffff;40;false;0.0;0.0;false
dark-panel-3;134;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3b3c45ff;404049ff;ffffffff;40;false;0.0;0.0;false
dark-panel-4;135;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;43454fff;404049ff;ffffffff;40;false;0.0;0.0;false
dark-panel-5;136;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;46434bff;404049ff;ffffffff;40;false;0.0;0.0;false
dark-panel-6;137;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;4e454cff;404049ff;ffffffff;40;false;0.0;0.0;false
dark-metal;138;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;7e808fff;404049ff;ffffffff;40;true;0.0;0.0;false
pebbles;139;-1;hidden;1;OverlayFloor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;48474bff;404049ff;ffffffff;40;false;0.0;0.0;false
tendrils;140;-1;hidden;1;OverlayFloor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;523459ff;404049ff;ffffffff;40;false;0.0;0.0;false
ore-copper;141;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;d99d73ff;404049ff;ffffffff;40;false;0.0;0.0;false
ore-lead;142;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;8c7fa9ff;404049ff;ffffffff;40;false;0.0;0.0;false
ore-scrap;143;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;777777ff;404049ff;ffffffff;40;false;0.0;0.0;false
ore-coal;144;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;272727ff;404049ff;ffffffff;40;false;0.0;0.0;false
ore-titanium;145;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;8da1e3ff;404049ff;ffffffff;40;false;0.0;0.0;false
ore-thorium;146;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;f9a3c7ff;404049ff;ffffffff;40;false;0.0;0.0;false
ore-beryllium;147;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3a8f64ff;404049ff;ffffffff;40;false;0.0;0.0;false
ore-tungsten;148;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;768a9aff;404049ff;ffffffff;40;false;0.0;0.0;false
ore-crystal-thorium;149;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;f9a3c7ff;404049ff;ffffffff;40;false;0.0;0.0;false
ore-wall-thorium;150;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;f9a3c7ff;404049ff;ffffffff;40;false;0.0;0.0;false
ore-wall-beryllium;151;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3a8f64ff;404049ff;ffffffff;40;false;0.0;0.0;false
graphitic-wall;152;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;505a6bff;404049ff;ffffffff;40;true;0.0;0.0;false
ore-wall-tungsten;153;-1;hidden;1;OreBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;768a9aff;404049ff;ffffffff;40;false;0.0;0.0;false
graphite-press;154;0;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;9397a1ff;404049ff;ffffffff;160;true;0.0;0.0;false
multi-press;155;1;shown;3;GenericCrafter;false;false;crafting;0.0;true;true;false;20;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;8e929bff;404049ff;ffffffff;360;true;1.8;0.0;false
silicon-smelter;156;2;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;898c94ff;404049ff;ffffffff;160;true;0.5;0.0;false
silicon-crucible;157;3;shown;3;AttributeCrafter;false;false;crafting;0.0;true;true;false;30;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;8a8d95ff;404049ff;ffffffff;395;true;4.0;0.0;false
kiln;158;4;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;a39a9cff;404049ff;ffffffff;160;true;0.6;0.0;false
plastanium-compressor;159;5;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;true;false;60.0;true;true;false;true;false;0;true;false;;aeb6aaff;404049ff;ffffffff;320;true;3.0;0.0;false
phase-weaver;160;6;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;20;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;c6b09dff;404049ff;ffffffff;190;true;5.0;0.0;false
surge-smelter;161;180;shown;3;GenericCrafter;false;false;crafting;0.0;true;true;false;20;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;b4a698ff;404049ff;ffffffff;430;true;4.0;0.0;false
cryofluid-mixer;162;7;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;true;true;24.0;true;true;false;true;false;0;true;false;;9ba1baff;404049ff;ffffffff;160;true;1.0;0.0;false
pyratite-mixer;163;8;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;baada8ff;404049ff;ffffffff;160;true;0.2;0.0;false
blast-mixer;164;9;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;baa7a7ff;404049ff;ffffffff;160;true;0.4;0.0;false
melter;165;10;shown;1;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;true;true;10.0;true;true;false;true;false;0;true;false;;bb9995ff;404049ff;ffffffff;200;true;1.0;0.0;false
separator;166;11;shown;2;Separator;false;false;crafting;0.0;true;false;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;b09c9fff;404049ff;ffffffff;160;true;1.1;0.0;false
disassembler;167;12;shown;3;Separator;false;false;crafting;0.0;true;true;false;20;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;b49a9bff;404049ff;ffffffff;465;true;4.0;0.0;false
spore-press;168;13;shown;2;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;true;true;60.0;true;true;false;true;false;0;true;false;;9f9fb8ff;404049ff;ffffffff;320;true;0.7;0.0;false
pulverizer;169;14;shown;1;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;828591ff;404049ff;ffffffff;40;true;0.5;0.0;false
coal-centrifuge;170;15;shown;2;GenericCrafter;false;false;crafting;0.0;true;false;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;b1baa7ff;404049ff;ffffffff;160;true;0.7;0.0;false
incinerator;171;16;shown;1;Incinerator;false;false;crafting;0.0;false;false;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;8d706eff;404049ff;ffffffff;90;true;0.5;0.0;false
silicon-arc-furnace;172;153;shown;3;GenericCrafter;false;false;crafting;0.0;true;true;false;30;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;736e73ff;404049ff;ffffffff;575;true;6.0;0.0;false
electrolyzer;173;178;shown;3;GenericCrafter;false;false;crafting;0.0;true;false;false;10;false;true;true;true;50.0;true;true;false;true;false;0;true;true;;73847eff;404049ff;ffffffff;860;true;1.0;0.0;false
atmospheric-concentrator;174;192;shown;3;HeatCrafter;false;false;crafting;0.0;true;false;false;10;false;true;true;true;40.0;true;true;false;true;false;0;true;false;;8189a3ff;404049ff;ffffffff;755;true;2.0;0.0;false
oxidation-chamber;175;179;shown;3;HeatProducer;false;false;crafting;0.0;true;true;false;10;false;true;true;false;30.0;true;true;false;true;false;0;true;true;;71867eff;404049ff;ffffffff;860;true;0.5;0.0;false
electric-heater;176;186;shown;2;HeatProducer;false;false;crafting;0.0;true;false;false;0;false;true;false;false;10.0;true;true;false;true;false;0;true;true;;887f87ff;404049ff;ffffffff;365;true;1.6666666;0.0;false
slag-heater;177;238;shown;3;HeatProducer;false;false;crafting;0.0;true;false;false;0;false;true;true;false;40.0;false;true;false;true;false;0;true;true;;947c7eff;404049ff;ffffffff;1040;true;0.0;0.0;false
phase-heater;178;201;shown;2;HeatProducer;false;false;crafting;0.0;true;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;948988ff;404049ff;ffffffff;510;true;0.0;0.0;false
heat-redirector;179;202;shown;3;HeatConductor;false;false;crafting;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;887f87ff;404049ff;ffffffff;645;true;0.0;0.0;false
heat-router;180;250;shown;3;HeatConductor;false;false;crafting;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;857e88ff;404049ff;ffffffff;645;true;0.0;0.0;false
slag-incinerator;181;187;shown;1;ItemIncinerator;false;false;crafting;0.0;false;false;false;10;false;true;true;false;10.0;false;true;false;true;false;0;true;false;;a08483ff;404049ff;ffffffff;70;true;0.0;0.0;false
carbide-crucible;182;164;shown;3;HeatCrafter;false;false;crafting;0.0;true;true;false;20;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;a07f7cff;404049ff;ffffffff;900;true;2.0;0.0;false
slag-centrifuge;183;185;debugOnly;3;GenericCrafter;false;false;crafting;0.0;true;true;false;10;false;true;true;true;80.0;true;true;false;true;false;0;true;false;;967c7cff;404049ff;ffffffff;935;true;0.033333335;0.0;false
surge-crucible;184;181;shown;3;HeatCrafter;false;false;crafting;0.0;true;true;false;20;false;true;true;false;400.0;true;true;false;true;false;0;true;false;;8f8580ff;404049ff;ffffffff;825;true;2.0;0.0;false
cyanogen-synthesizer;185;184;shown;3;HeatCrafter;false;false;crafting;0.0;true;true;false;10;false;true;true;true;80.0;true;true;false;true;false;0;true;false;;858ca6ff;404049ff;ffffffff;970;true;2.0;0.0;false
phase-synthesizer;186;188;shown;3;HeatCrafter;false;false;crafting;0.0;true;true;false;40;false;true;true;false;40.0;true;true;false;true;false;0;true;false;;9f8c80ff;404049ff;ffffffff;1115;true;8.0;0.0;false
heat-reactor;187;175;debugOnly;3;HeatProducer;false;false;crafting;0.0;true;true;false;20;false;true;true;false;10.0;false;true;false;true;false;0;true;true;;887b82ff;404049ff;ffffffff;1005;true;0.0;0.0;false
copper-wall;188;17;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;c69b81ff;404049ff;ffffffff;320;true;0.0;0.0;false
copper-wall-large;189;18;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;c79b81ff;404049ff;ffffffff;1280;true;0.0;0.0;false
titanium-wall;190;19;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;7f8fedff;404049ff;ffffffff;440;true;0.0;0.0;false
titanium-wall-large;191;20;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;7e8fecff;404049ff;ffffffff;1760;true;0.0;0.0;false
plastanium-wall;192;21;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;e2f197ff;404049ff;ffffffff;500;true;0.0;0.0;false
plastanium-wall-large;193;22;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;dbeb90ff;404049ff;ffffffff;2000;true;0.0;0.0;false
thorium-wall;194;23;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;8e81b5ff;404049ff;ffffffff;800;true;0.0;0.0;false
thorium-wall-large;195;24;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;8e81b5ff;404049ff;ffffffff;3200;true;0.0;0.0;false
phase-wall;196;25;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;ffe1b6ff;404049ff;ffffffff;600;true;0.0;0.0;false
phase-wall-large;197;26;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;ffdbafff;404049ff;ffffffff;2400;true;0.0;0.0;false
surge-wall;198;27;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;fddd7eff;404049ff;ffffffff;920;true;0.0;0.0;false
surge-wall-large;199;28;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;fddc7eff;404049ff;ffffffff;3680;true;0.0;0.0;false
door;200;29;shown;1;Door;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;9faabaff;404049ff;ffffffff;400;false;0.0;0.0;false
door-large;201;30;shown;2;Door;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;9ca4b6ff;404049ff;ffffffff;1600;false;0.0;0.0;false
scrap-wall;202;31;sandboxOnly;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a5afc3ff;404049ff;ffffffff;240;true;0.0;0.0;false
scrap-wall-large;203;32;sandboxOnly;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a9b4c8ff;404049ff;ffffffff;960;true;0.0;0.0;false
scrap-wall-huge;204;33;sandboxOnly;3;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a7b2c5ff;404049ff;ffffffff;2160;true;0.0;0.0;false
scrap-wall-gigantic;205;34;sandboxOnly;4;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a7b3c6ff;404049ff;ffffffff;3840;true;0.0;0.0;false
thruster;206;149;sandboxOnly;4;Thruster;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;9fa8bcff;404049ff;ffffffff;3520;true;0.0;0.0;false
beryllium-wall;207;206;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;66a77aff;404049ff;ffffffff;520;true;0.0;0.0;false
beryllium-wall-large;208;207;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5e9a72ff;404049ff;ffffffff;2080;true;0.0;0.0;false
tungsten-wall;209;203;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;828491ff;404049ff;ffffffff;720;true;0.0;0.0;false
tungsten-wall-large;210;204;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;7d7f8cff;404049ff;ffffffff;2880;true;0.0;0.0;false
blast-door;211;227;shown;2;AutoDoor;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;798389ff;404049ff;ffffffff;2800;false;0.0;0.0;false
reinforced-surge-wall;212;225;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;ffe885ff;404049ff;ffffffff;1000;true;0.0;0.0;false
reinforced-surge-wall-large;213;234;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;ffe283ff;404049ff;ffffffff;4000;true;0.0;0.0;false
carbide-wall;214;220;shown;1;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a48ab5ff;404049ff;ffffffff;1080;true;0.0;0.0;false
carbide-wall-large;215;221;shown;2;Wall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;9c84b0ff;404049ff;ffffffff;4320;true;0.0;0.0;false
shielded-wall;216;240;shown;2;ShieldWall;false;false;defense;0.0;false;false;false;10;false;true;false;false;10.0;true;true;false;true;true;0;true;false;;ffdbb0ff;404049ff;ffffffff;4160;true;0.05;0.0;false
mender;217;35;shown;1;MendProjector;false;false;effect;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;95b6a9ff;404049ff;ffffffff;80;true;0.3;0.0;false
mend-projector;218;36;shown;2;MendProjector;false;false;effect;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;96b6a9ff;404049ff;ffffffff;320;true;1.5;0.0;false
overdrive-projector;219;37;shown;2;OverdriveProjector;false;false;effect;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;b7a1a1ff;404049ff;ffffffff;175;true;3.5;0.0;false
overdrive-dome;220;38;shown;3;OverdriveProjector;false;false;effect;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;ba9f9eff;404049ff;ffffffff;485;true;10.0;0.0;false
force-projector;221;39;shown;3;ForceProjector;false;false;effect;0.0;true;true;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;b0a9a8ff;404049ff;ffffffff;360;true;4.0;0.0;false
shock-mine;222;40;shown;1;ShockMine;false;false;effect;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;595b65ff;404049ff;ffffffff;50;false;0.0;0.0;false
radar;223;226;fogOnly;1;Radar;false;false;effect;0.0;false;false;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;91847cff;4a4b53ff;ffffffff;60;true;0.6;0.0;false
build-tower;224;162;shown;3;BuildTurret;false;false;effect;0.0;false;false;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;827674ff;2d2f39ff;ffffffff;610;true;3.0;0.0;false
regen-projector;225;197;shown;3;RegenProjector;false;false;effect;0.0;true;true;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;80879dff;404049ff;ffffffff;1040;true;1.0;0.0;false
shockwave-tower;226;246;shown;3;ShockwaveTower;false;false;effect;0.0;false;false;false;10;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;948185ff;404049ff;ffffffff;915;true;1.6666666;0.0;false
shield-projector;227;211;editorOnly;3;BaseShield;false;false;effect;0.0;false;false;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;938887ff;404049ff;ffffffff;360;true;5.0;0.0;false
large-shield-projector;228;217;editorOnly;4;BaseShield;false;false;effect;0.0;false;false;false;10;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;928887ff;404049ff;ffffffff;640;true;5.0;0.0;false
conveyor;229;41;shown;1;Conveyor;false;false;distribution;0.0;true;true;false;3;false;false;false;false;10.0;false;true;false;true;false;0;true;true;;6f717cff;404049ff;ffffffff;45;false;0.0;0.0;false
titanium-conveyor;230;42;shown;1;Conveyor;false;false;distribution;0.0;true;true;false;3;false;false;false;false;10.0;false;true;false;true;false;0;true;true;;676e92ff;404049ff;ffffffff;65;false;0.0;0.0;false
plastanium-conveyor;231;43;shown;1;StackConveyor;false;false;distribution;0.0;true;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;747a69ff;404049ff;ffffffff;75;false;0.0;0.0;false
armored-conveyor;232;44;shown;1;ArmoredConveyor;false;false;distribution;0.0;true;true;false;3;true;false;false;false;10.0;false;true;false;true;false;0;true;true;;686483ff;404049ff;ffffffff;180;false;0.0;0.0;false
junction;233;45;shown;1;Junction;false;false;distribution;0.0;false;true;false;10;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;818391ff;404049ff;ffffffff;30;false;0.0;0.0;false
bridge-conveyor;234;46;shown;1;BufferedItemBridge;false;true;distribution;4.0;true;true;false;10;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;7c7d8aff;404049ff;ffffffff;40;true;0.0;0.0;false
phase-conveyor;235;47;shown;1;ItemBridge;false;true;distribution;12.0;true;true;false;10;false;false;false;false;10.0;true;true;false;true;false;0;true;false;;bcaba2ff;404049ff;ffffffff;50;true;0.3;0.0;false
sorter;236;48;shown;1;Sorter;false;true;distribution;0.0;false;true;false;10;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;6e707cff;404049ff;ffffffff;40;false;0.0;0.0;true
inverted-sorter;237;49;shown;1;Sorter;false;true;distribution;0.0;false;true;false;10;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;77737aff;404049ff;ffffffff;40;false;0.0;0.0;true
router;238;50;shown;1;Router;false;false;distribution;0.0;true;true;false;1;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;787a88ff;404049ff;ffffffff;40;false;0.0;0.0;false
distributor;239;51;shown;2;Router;false;false;distribution;0.0;true;true;false;1;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;7d7f8cff;404049ff;ffffffff;160;false;0.0;0.0;false
overflow-gate;240;52;shown;1;OverflowGate;false;false;distribution;0.0;true;true;false;0;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;70727eff;404049ff;ffffffff;40;false;0.0;0.0;false
underflow-gate;241;53;shown;1;OverflowGate;false;false;distribution;0.0;true;true;false;0;false;false;false;false;10.0;false;true;false;true;false;0;true;false;;79757dff;404049ff;ffffffff;40;false;0.0;0.0;false
mass-driver;242;54;shown;3;MassDriver;false;true;distribution;55.0;true;true;false;120;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;9f9da1ff;404049ff;ffffffff;430;true;1.75;0.0;false
duct;243;55;shown;1;Duct;false;false;distribution;0.0;true;true;false;1;true;false;false;false;10.0;false;true;false;true;false;0;true;true;;757681ff;404049ff;ffffffff;90;false;0.0;0.0;false
armored-duct;244;229;shown;1;Duct;false;false;distribution;0.0;true;true;false;1;true;false;false;false;10.0;false;true;false;true;false;0;true;true;;868e9fff;404049ff;ffffffff;140;false;0.0;0.0;false
duct-router;245;56;shown;1;DuctRouter;false;true;distribution;0.0;true;true;false;1;false;false;false;false;10.0;false;true;false;true;false;0;true;true;;81838eff;404049ff;ffffffff;90;false;0.0;0.0;true
overflow-duct;246;182;shown;1;OverflowDuct;false;false;distribution;0.0;true;true;false;1;false;false;false;false;10.0;false;true;false;true;false;0;true;true;;7d7f8cff;404049ff;ffffffff;90;false;0.0;0.0;false
underflow-duct;247;244;shown;1;OverflowDuct;false;false;distribution;0.0;true;true;false;1;false;false;false;false;10.0;false;true;false;true;false;0;true;true;;85848cff;404049ff;ffffffff;90;false;0.0;0.0;false
duct-bridge;248;57;shown;1;DuctBridge;false;false;distribution;0.0;true;true;false;4;false;true;false;false;10.0;false;true;false;true;false;0;true;true;;737481ff;404049ff;ffffffff;90;true;0.0;0.0;false
duct-unloader;249;166;shown;1;DirectionalUnloader;false;true;distribution;0.0;true;true;false;0;false;false;false;false;10.0;false;true;false;true;false;0;true;true;;8c8e99ff;404049ff;ffffffff;120;false;0.0;0.0;true
surge-conveyor;250;165;shown;1;StackConveyor;false;false;distribution;0.0;true;true;false;10;false;true;false;false;10.0;true;true;false;true;true;0;true;true;;8c776cff;404049ff;ffffffff;130;false;0.016666668;0.0;false
surge-router;251;167;shown;1;StackRouter;false;true;distribution;0.0;true;true;false;10;false;false;false;false;10.0;true;true;false;true;true;0;true;true;;baa295ff;404049ff;ffffffff;130;false;0.05;0.0;true
unit-cargo-loader;252;193;shown;3;UnitCargoLoader;false;false;distribution;0.0;true;true;false;200;false;true;true;false;10.0;true;true;false;true;false;0;true;false;;a28d82ff;404049ff;ffffffff;630;true;0.13333334;0.0;false
unit-cargo-unload-point;253;194;shown;2;UnitCargoUnloadPoint;false;true;distribution;0.0;true;true;false;100;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;978b87ff;404049ff;ffffffff;285;true;0.0;0.0;true
mechanical-pump;254;58;shown;1;Pump;false;false;liquid;0.0;false;false;false;10;false;true;true;true;10.0;false;true;false;true;false;0;true;false;;a49da1ff;404049ff;ffffffff;40;true;0.0;0.0;false
rotary-pump;255;59;shown;2;Pump;false;false;liquid;0.0;false;false;false;10;false;true;true;true;30.0;true;true;false;true;false;0;true;false;;949cc6ff;404049ff;ffffffff;160;true;0.3;0.0;false
impulse-pump;256;176;shown;3;Pump;false;false;liquid;0.0;false;false;false;10;false;true;true;true;40.0;true;true;false;true;false;0;true;false;;8f99cfff;404049ff;ffffffff;430;true;1.3;0.0;false
conduit;257;60;shown;1;Conduit;false;false;liquid;0.0;false;false;false;10;false;true;true;true;10.0;false;true;false;true;false;0;true;true;;989da5ff;404049ff;ffffffff;45;false;0.0;0.0;false
pulse-conduit;258;61;shown;1;Conduit;false;false;liquid;0.0;false;false;false;10;false;true;true;true;16.0;false;true;false;true;false;0;true;true;;8b97c1ff;404049ff;ffffffff;90;false;0.0;0.0;false
plated-conduit;259;62;shown;1;ArmoredConduit;false;false;liquid;0.0;false;false;false;10;false;true;true;true;16.0;false;true;false;true;false;0;true;true;;8a85a7ff;404049ff;ffffffff;220;false;0.0;0.0;false
liquid-router;260;63;shown;1;LiquidRouter;false;false;liquid;0.0;false;false;false;10;false;true;true;true;20.0;false;true;false;true;false;0;true;false;;969aa7ff;404049ff;ffffffff;40;false;0.0;0.0;false
liquid-container;261;146;shown;2;LiquidRouter;false;false;liquid;0.0;false;false;false;10;false;true;true;true;700.0;false;true;false;true;false;0;true;false;;99a0c3ff;404049ff;ffffffff;160;true;0.0;0.0;false
liquid-tank;262;64;shown;3;LiquidRouter;false;false;liquid;0.0;false;false;false;10;false;true;true;true;1800.0;false;true;false;true;false;0;true;false;;969ec3ff;404049ff;ffffffff;500;true;0.0;0.0;false
liquid-junction;263;65;shown;1;LiquidJunction;false;false;liquid;0.0;false;false;false;10;false;true;true;true;10.0;false;true;false;true;false;0;true;false;;adb4beff;404049ff;ffffffff;40;false;0.0;0.0;false
