// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;id;logicId;copper;lead;metaglass;graphite;sand;coal;titanium;thorium;scrap;silicon;plastanium;phase-fabric;surge-alloy;spore-pod;blast-compound;pyratite;beryllium;tungsten;oxide;carbide;fissile-matter;dormant-cyst
underflow-duct;247;244;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0
duct-bridge;248;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0
duct-unloader;249;166;0;0;0;20;0;0;0;0;0;20;0;0;0;0;0;0;0;10;0;0;0;0
surge-conveyor;250;165;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
surge-router;251;167;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0
unit-cargo-loader;252;193;0;0;0;0;0;0;0;0;0;80;0;0;50;0;0;0;0;0;20;0;0;0
unit-cargo-unload-point;253;194;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;60;0;0;0;0
mechanical-pump;254;58;15;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rotary-pump;255;59;70;0;50;0;0;0;35;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
impulse-pump;256;176;80;0;90;0;0;0;40;35;0;30;0;0;0;0;0;0;0;0;0;0;0;0
conduit;257;60;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pulse-conduit;258;61;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
plated-conduit;259;62;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
liquid-router;260;63;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
liquid-container;261;146;0;0;15;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
liquid-tank;262;64;0;0;40;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
liquid-junction;263;65;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bridge-conduit;264;66;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phase-conduit;265;67;0;0;20;0;0;0;10;0;0;7;0;5;0;0;0;0;0;0;0;0;0;0
reinforced-pump;266;177;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;40;30;0;0;0;0
reinforced-conduit;267;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
reinforced-liquid-junction;268;156;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0
reinforced-bridge-conduit;269;172;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0
reinforced-liquid-router;270;169;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
reinforced-liquid-container;271;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;10;0;0;0;0
reinforced-liquid-tank;272;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;40;0;0;0;0
power-node;273;68;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
power-node-large;274;69;0;10;0;0;0;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
surge-tower;275;70;0;10;0;0;0;0;7;0;0;15;0;0;15;0;0;0;0;0;0;0;0;0
diode;276;71;0;0;10;0;0;0;0;0;0;10;5;0;0;0;0;0;0;0;0;0;0;0
battery;277;72;5;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
battery-large;278;73;0;50;0;0;0;0;20;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
combustion-generator;279;74;25;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thermal-generator;280;75;40;50;40;35;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0
steam-generator;281;76;35;40;0;25;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
differential-generator;282;77;70;100;50;0;0;0;50;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0
rtg-generator;283;78;0;100;0;0;0;0;0;50;0;75;75;25;0;0;0;0;0;0;0;0;0;0
solar-panel;284;79;0;10;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0
solar-panel-large;285;80;0;80;0;0;0;0;0;0;0;110;0;15;0;0;0;0;0;0;0;0;0;0
thorium-reactor;286;81;0;300;50;150;0;0;0;150;0;200;0;0;0;0;0;0;0;0;0;0;0;0
impact-reactor;287;82;0;500;250;400;0;0;0;100;0;300;0;0;250;0;0;0;0;0;0;0;0;0
beam-node;288;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0
beam-tower;289;161;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;30;0;10;0;0;0
beam-link;290;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
turbine-condenser;291;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0
chemical-combustion-chamber;292;195;0;0;0;40;0;0;0;0;0;30;0;0;0;0;0;0;0;40;40;0;0;0
pyrolysis-generator;293;196;0;0;0;50;0;0;0;0;0;50;0;0;0;0;0;0;0;0;60;50;0;0
flux-reactor;294;248;0;0;0;300;0;0;0;0;0;600;0;0;300;0;0;0;0;0;100;200;0;0
neoplasia-reactor;295;249;0;0;0;0;0;0;0;0;0;500;0;300;200;0;0;0;0;1000;150;300;0;0
mechanical-drill;296;83;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pneumatic-drill;297;84;18;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
laser-drill;298;85;35;0;0;30;0;0;20;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
blast-drill;299;86;65;0;0;0;0;0;50;75;0;60;0;0;0;0;0;0;0;0;0;0;0;0
water-extractor;300;87;30;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cultivator;301;88;25;25;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
oil-extractor;302;89;150;115;0;175;0;0;0;115;0;75;0;0;0;0;0;0;0;0;0;0;0;0
vent-condenser;303;200;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0
cliff-crusher;304;154;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0
plasma-bore;305;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0
large-plasma-bore;306;183;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;100;70;25;0;0;0
impact-drill;307;163;0;0;0;60;0;0;0;0;0;70;0;0;0;0;0;0;90;0;0;0;0;0
eruption-drill;308;208;0;0;0;0;0;0;0;120;0;200;0;0;0;0;0;0;0;200;20;0;0;0
core-shard;309;90;1000;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
core-foundation;310;91;3000;3000;0;0;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;0;0;0
core-nucleus;311;92;8000;8000;0;0;0;0;0;4000;0;5000;0;0;0;0;0;0;0;0;0;0;0;0
core-bastion;312;158;0;0;0;1000;0;0;0;0;0;1000;0;0;0;0;0;0;800;0;0;0;0;0
core-citadel;313;173;0;0;0;0;0;0;0;0;0;4000;0;0;0;0;0;0;4000;3000;1000;0;0;0
core-acropolis;314;174;0;0;0;0;0;0;0;0;0;5000;0;0;0;0;0;0;6000;5000;3000;3000;0;0
container;315;94;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vault;316;93;0;0;0;0;0;0;250;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
unloader;317;95;0;0;0;0;0;0;25;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
reinforced-container;318;190;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0
reinforced-vault;319;191;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;100;125;0;0;0;0
duo;320;96;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
scatter;321;97;85;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
scorch;322;98;25;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hail;323;99;40;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wave;324;100;25;75;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lancer;325;101;60;70;0;0;0;0;30;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0
arc;326;102;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
parallax;327;103;0;0;0;30;0;0;90;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0
swarmer;328;104;0;0;0;35;0;0;35;0;0;30;45;0;0;0;0;0;0;0;0;0;0;0
salvo;329;105;100;0;0;80;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
segment;330;106;0;0;0;0;0;0;40;80;0;130;0;40;0;0;0;0;0;0;0;0;0;0
tsunami;331;107;0;400;100;0;0;0;250;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fuse;332;108;225;0;0;225;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ripple;333;109;150;0;0;135;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cyclone;334;110;200;0;0;0;0;0;125;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0
foreshadow;335;111;1000;0;600;0;0;0;0;0;0;600;200;0;300;0;0;0;0;0;0;0;0;0
spectre;336;112;900;0;0;300;0;0;0;250;0;0;175;0;250;0;0;0;0;0;0;0;0;0
meltdown;337;113;1200;350;0;300;0;0;0;0;0;325;0;0;325;0;0;0;0;0;0;0;0;0
breach;338;157;0;0;0;250;0;0;0;0;0;150;0;0;0;0;0;0;150;0;0;0;0;0
diffuse;339;231;0;0;0;200;0;0;0;0;0;200;0;0;0;0;0;0;150;50;0;0;0;0
sublimate;340;189;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;400;150;40;0;0;0
titan;341;198;0;0;0;0;0;0;0;400;0;300;0;0;0;0;0;0;0;250;0;0;0;0
disperse;342;216;0;0;0;0;0;0;0;50;0;200;0;0;0;0;0;0;350;0;150;0;0;0
afflict;343;239;0;0;0;250;0;0;0;0;0;200;0;0;100;0;0;0;0;0;40;0;0;0
lustre;344;241;0;0;0;200;0;0;0;0;0;250;0;0;0;0;0;0;0;0;50;90;0;0
scathe;345;242;0;0;0;400;0;0;0;0;0;450;0;0;0;0;0;0;0;500;100;200;0;0
smite;346;243;0;0;0;0;0;0;0;0;0;800;0;300;400;0;0;0;0;0;200;500;0;0
malign;347;245;0;0;0;800;0;0;0;0;0;800;0;300;0;0;0;0;2000;0;0;400;0;0
ground-factory;348;115;50;120;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
air-factory;349;116;60;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
naval-factory;350;117;150;130;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
additive-reconstructor;351;118;200;120;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0
multiplicative-reconstructor;352;119;0;650;0;0;0;0;350;650;0;450;0;0;0;0;0;0;0;0;0;0;0;0
exponential-reconstructor;353;120;0;2000;0;0;0;0;2000;750;0;1000;450;600;0;0;0;0;0;0;0;0;0;0
tetrative-reconstructor;354;121;0;4000;0;0;0;0;0;1000;0;3000;600;600;800;0;0;0;0;0;0;0;0;0
repair-point;355;122;30;30;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
repair-turret;356;123;0;0;0;0;0;0;0;80;0;90;60;0;0;0;0;0;0;0;0;0;0;0
tank-fabricator;357;222;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;150;0;0;0;0;0
ship-fabricator;358;224;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;200;0;0;0;0;0
mech-fabricator;359;223;0;0;0;300;0;0;0;0;0;200;0;0;0;0;0;0;0;60;0;0;0;0
tank-refabricator;360;235;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;200;80;0;0;0;0
mech-refabricator;361;236;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;250;120;0;0;0;0
ship-refabricator;362;237;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;200;100;40;0;0;0
prime-refabricator;363;232;0;0;0;0;0;0;0;250;0;400;0;0;0;0;0;0;0;200;200;0;0;0
tank-assembler;364;205;0;0;0;0;0;0;0;500;0;500;0;0;0;0;0;0;0;0;150;80;0;0
ship-assembler;365;209;0;0;0;0;0;0;0;400;0;800;0;0;0;0;0;0;0;500;200;100;0;0
mech-assembler;366;210;0;0;0;0;0;0;0;600;0;900;0;0;0;0;0;0;0;500;200;200;0;0
basic-assembler-module;367;233;0;0;0;0;0;0;0;500;0;0;0;400;0;0;0;0;0;0;200;300;0;0
unit-repair-tower;368;230;0;0;0;90;0;0;0;0;0;90;0;0;0;0;0;0;0;80;0;0;0;0
payload-conveyor;369;124;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
payload-router;370;125;10;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
reinforced-payload-conveyor;371;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0
reinforced-payload-router;372;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0
payload-mass-driver;373;218;0;0;0;50;0;0;0;0;0;120;0;0;0;0;0;0;0;120;0;0;0;0
large-payload-mass-driver;374;251;0;0;0;100;0;0;0;200;0;200;0;0;0;0;0;0;0;200;30;0;0;0
small-deconstructor;375;199;0;0;0;80;0;0;0;0;0;100;0;0;0;0;0;0;100;0;40;0;0;0
deconstructor;376;147;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;250;0;100;250;0;0
constructor;377;148;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;150;80;0;0;0;0
large-constructor;378;150;0;0;0;0;0;0;0;0;0;150;0;40;0;0;0;0;0;200;150;0;0;0
payload-loader;379;151;0;0;0;50;0;0;0;0;0;50;0;0;0;0;0;0;0;80;0;0;0;0
payload-unloader;380;152;0;0;0;50;0;0;0;0;0;50;0;0;0;0;0;0;0;30;0;0;0;0
power-source;381;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
power-void;382;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
item-source;383;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
item-void;384;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
liquid-source;385;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
liquid-void;386;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
payload-source;387;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
payload-void;388;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
heat-source;389;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
illuminator;390;134;0;8;0;12;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
legacy-mech-pad;391;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
legacy-unit-factory;392;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
legacy-unit-factory-air;393;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
legacy-unit-factory-ground;394;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
command-center;395;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
launch-pad;396;135;350;200;0;0;0;0;150;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0
interplanetary-accelerator;397;136;16000;0;0;0;0;0;12000;13000;0;11000;0;5000;6000;0;0;0;0;0;0;0;0;0
message;398;137;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
switch;399;138;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
micro-processor;400;139;90;50;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0
logic-processor;401;140;0;320;0;60;0;0;0;50;0;80;0;0;0;0;0;0;0;0;0;0;0;0
hyper-processor;402;141;0;450;0;0;0;0;0;75;0;150;0;0;50;0;0;0;0;0;0;0;0;0
memory-cell;403;142;30;0;0;30;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
memory-bank;404;143;30;0;0;80;0;0;0;0;0;80;0;30;0;0;0;0;0;0;0;0;0;0
logic-display;405;144;0;100;50;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0
large-logic-display;406;145;0;200;100;0;0;0;0;0;0;150;0;75;0;0;0;0;0;0;0;0;0;0
canvas;407;228;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;10;0;0;0;0;0
reinforced-message;408;252;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0
world-processor;409;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
world-cell;410;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
world-message;411;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
