// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;id;logicId;visibility;size;subclass;legacy;configurable;category;range;hasItems;acceptsItems;separateItemCapacity;itemCapacity;noSideBlend;unloadable;hasLiquids;outputsLiquid;liquidCapacity;hasPower;consumesPower;outputsPower;connectedPower;conductivePower;maxNodes;outputFacing;rotate;unitPlans;iptDefault;iptLimit;instructionScale
container;186;-1;shown;2;StorageBlock;false;false;effect;0.0;true;true;;300;;true;false;false;10.0;false;true;false;;;0;true;false;;0;0;0
unloader;187;-1;shown;1;Unloader;false;true;effect;0.0;true;true;;0;;false;false;false;10.0;false;true;false;;;0;true;false;;0;0;0
duo;188;-1;shown;1;ItemTurret;false;false;turret;0.0;true;true;;10;;true;true;false;20.0;false;true;false;;;0;true;false;;0;0;0
scatter;189;-1;shown;2;ItemTurret;false;false;turret;0.0;true;true;;10;;true;true;false;20.0;false;true;false;;;0;true;false;;0;0;0
scorch;190;-1;shown;1;ItemTurret;false;false;turret;0.0;true;true;;10;;true;true;false;20.0;false;true;false;;;0;true;false;;0;0;0
hail;191;-1;shown;1;ItemTurret;false;false;turret;0.0;true;true;;10;;true;true;false;20.0;false;true;false;;;0;true;false;;0;0;0
wave;192;-1;shown;2;LiquidTurret;false;false;turret;0.0;false;false;;10;;true;true;false;10.0;false;true;false;;;0;true;false;;0;0;0
lancer;193;-1;shown;2;PowerTurret;false;false;turret;0.0;false;false;;10;;true;true;false;20.0;true;true;false;;;0;true;false;;0;0;0
arc;194;-1;shown;1;PowerTurret;false;false;turret;0.0;false;false;;10;;true;true;false;20.0;true;true;false;;;0;true;false;;0;0;0
parallax;195;-1;shown;2;TractorBeamTurret;false;false;turret;0.0;false;false;;10;;true;false;false;10.0;true;true;false;;;0;true;false;;0;0;0
swarmer;196;-1;shown;2;ItemTurret;false;false;turret;0.0;true;true;;10;;true;true;false;20.0;false;true;false;;;0;true;false;;0;0;0
salvo;197;-1;shown;2;ItemTurret;false;false;turret;0.0;true;true;;10;;true;true;false;20.0;false;true;false;;;0;true;false;;0;0;0
segment;198;-1;shown;2;PointDefenseTurret;false;false;turret;0.0;false;false;;10;;true;false;false;10.0;true;true;false;;;0;true;false;;0;0;0
tsunami;199;-1;shown;3;LiquidTurret;false;false;turret;0.0;false;false;;10;;true;true;false;40.0;false;true;false;;;0;true;false;;0;0;0
fuse;200;-1;shown;3;ItemTurret;false;false;turret;0.0;true;true;;10;;true;true;false;20.0;false;true;false;;;0;true;false;;0;0;0
ripple;201;-1;shown;3;ItemTurret;false;false;turret;0.0;true;true;;10;;true;true;false;20.0;false;true;false;;;0;true;false;;0;0;0
cyclone;202;-1;shown;3;ItemTurret;false;false;turret;0.0;true;true;;10;;true;true;false;20.0;false;true;false;;;0;true;false;;0;0;0
foreshadow;203;-1;shown;4;ItemTurret;false;false;turret;0.0;true;true;;10;;true;true;false;20.0;true;true;false;;;0;true;false;;0;0;0
spectre;204;-1;shown;4;ItemTurret;false;false;turret;0.0;true;true;;10;;true;true;false;20.0;false;true;false;;;0;true;false;;0;0;0
meltdown;205;-1;shown;4;LaserTurret;false;false;turret;0.0;false;false;;10;;true;true;false;20.0;true;true;false;;;0;true;false;;0;0;0
command-center;206;-1;shown;2;CommandCenter;false;true;units;0.0;false;false;;10;;true;false;false;10.0;false;true;false;;;0;true;false;;0;0;0
ground-factory;207;-1;shown;3;UnitFactory;false;true;units;0.0;true;true;;60;;true;false;false;10.0;true;true;false;;;0;true;true;dagger|crawler|nova;0;0;0
air-factory;208;-1;shown;3;UnitFactory;false;true;units;0.0;true;true;;60;;true;false;false;10.0;true;true;false;;;0;true;true;flare|mono;0;0;0
naval-factory;209;-1;shown;3;UnitFactory;false;true;units;0.0;true;true;;70;;true;false;false;10.0;true;true;false;;;0;true;true;risso;0;0;0
additive-reconstructor;210;-1;shown;3;Reconstructor;false;false;units;0.0;true;true;;80;;true;false;false;10.0;true;true;false;;;0;true;true;;0;0;0
multiplicative-reconstructor;211;-1;shown;5;Reconstructor;false;false;units;0.0;true;true;;260;;true;false;false;10.0;true;true;false;;;0;true;true;;0;0;0
exponential-reconstructor;212;-1;shown;7;Reconstructor;false;false;units;0.0;true;true;;1700;;true;true;false;60.0;true;true;false;;;0;true;true;;0;0;0
tetrative-reconstructor;213;-1;shown;9;Reconstructor;false;false;units;0.0;true;true;;2000;;true;true;false;180.0;true;true;false;;;0;true;true;;0;0;0
repair-point;214;-1;shown;1;RepairPoint;false;false;units;0.0;false;false;;10;;true;false;false;10.0;true;true;false;;;0;true;false;;0;0;0
resupply-point;215;-1;ammoOnly;2;ResupplyPoint;false;false;units;0.0;true;true;;20;;true;false;false;10.0;false;true;false;;;0;true;false;;0;0;0
power-source;216;-1;sandboxOnly;1;PowerSource;false;true;power;6.0;false;false;;10;;true;false;false;10.0;true;false;true;;;100;true;false;;0;0;0
power-void;217;-1;sandboxOnly;1;PowerVoid;false;false;power;0.0;false;false;;10;;true;false;false;10.0;true;true;false;;;0;true;false;;0;0;0
item-source;218;-1;sandboxOnly;1;ItemSource;false;true;distribution;0.0;true;true;;10;;true;false;false;10.0;false;true;false;;;0;true;false;;0;0;0
item-void;219;-1;sandboxOnly;1;ItemVoid;false;false;distribution;0.0;false;true;;10;;true;false;false;10.0;false;true;false;;;0;true;false;;0;0;0
liquid-source;220;-1;sandboxOnly;1;LiquidSource;false;true;liquid;0.0;false;false;;10;;true;true;true;100.0;false;true;false;;;0;true;false;;0;0;0
liquid-void;221;-1;sandboxOnly;1;LiquidVoid;false;false;liquid;0.0;false;false;;10;;true;true;false;10.0;false;true;false;;;0;true;false;;0;0;0
illuminator;222;-1;lightingOnly;1;LightBlock;false;true;effect;0.0;false;false;;10;;true;false;false;10.0;true;true;false;;;0;true;false;;0;0;0
legacy-mech-pad;223;-1;hidden;1;LegacyMechPad;true;false;distribution;0.0;false;true;;10;;true;false;false;10.0;true;true;false;;;0;true;false;;0;0;0
legacy-unit-factory;224;-1;hidden;1;LegacyUnitFactory;true;false;distribution;0.0;true;true;;10;;true;false;false;10.0;true;true;false;;;0;true;false;;0;0;0
legacy-unit-factory-air;225;-1;hidden;1;LegacyUnitFactory;true;false;distribution;0.0;true;true;;10;;true;false;false;10.0;true;true;false;;;0;true;false;;0;0;0
legacy-unit-factory-ground;226;-1;hidden;1;LegacyUnitFactory;true;false;distribution;0.0;true;true;;10;;true;false;false;10.0;true;true;false;;;0;true;false;;0;0;0
launch-pad;227;-1;campaignOnly;3;LaunchPad;false;true;effect;0.0;true;false;;100;;true;false;false;10.0;true;true;false;;;0;true;false;;0;0;0
launch-pad-large;228;-1;debugOnly;4;LaunchPad;false;true;effect;0.0;true;false;;300;;true;false;false;10.0;true;true;false;;;0;true;false;;0;0;0
interplanetary-accelerator;229;-1;campaignOnly;7;Accelerator;false;true;effect;0.0;true;true;;25000;;true;false;false;10.0;true;true;false;;;0;true;false;;0;0;0
message;230;-1;shown;1;MessageBlock;false;true;logic;0.0;false;false;;10;;true;false;false;10.0;false;true;false;;;0;true;false;;0;0;0
switch;231;-1;shown;1;SwitchBlock;false;true;logic;0.0;false;false;;10;;true;false;false;10.0;false;true;false;;;0;true;false;;0;0;0
micro-processor;232;-1;shown;1;LogicBlock;false;true;logic;10.0;false;false;;10;;true;false;false;10.0;false;true;false;;;0;true;false;;2;40;5
logic-processor;233;-1;shown;2;LogicBlock;false;true;logic;22.0;false;false;;10;;true;false;false;10.0;false;true;false;;;0;true;false;;8;40;5
hyper-processor;234;-1;shown;3;LogicBlock;false;true;logic;42.0;false;false;;10;;true;true;false;10.0;false;true;false;;;0;true;false;;25;40;5
memory-cell;235;-1;shown;1;MemoryBlock;false;false;logic;0.0;false;false;;10;;true;false;false;10.0;false;true;false;;;0;true;false;;0;0;0
memory-bank;236;-1;shown;2;MemoryBlock;false;false;logic;0.0;false;false;;10;;true;false;false;10.0;false;true;false;;;0;true;false;;0;0;0
logic-display;237;-1;shown;3;LogicDisplay;false;false;logic;0.0;false;false;;10;;true;false;false;10.0;false;true;false;;;0;true;false;;0;0;0
large-logic-display;238;-1;shown;6;LogicDisplay;false;false;logic;0.0;false;false;;10;;true;false;false;10.0;false;true;false;;;0;true;false;;0;0;0
block-forge;239;-1;debugOnly;3;BlockForge;false;true;crafting;0.0;true;true;;10;;true;false;false;10.0;true;true;false;;;0;true;true;;0;0;0
block-loader;240;-1;debugOnly;3;BlockLoader;false;false;distribution;0.0;true;true;;25;;true;false;false;10.0;true;true;false;;;0;true;true;;0;0;0
block-unloader;241;-1;debugOnly;3;BlockUnloader;false;false;distribution;0.0;true;true;;25;;true;false;false;10.0;true;true;false;;;0;true;true;;0;0;0
